Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.176395154E+00 1.203382011E+0 -2.698685700E-02 1.176395154E+00 1.203382011E+0 -2.698685700E-02
1.468000E+10 1.176434233E+00 1.112280166E+0 6.415406700E-02 1.176434233E+00 1.112280166E+0 6.415406700E-02
2.154000E+10 1.176491533E+00 1.061707572E+0 1.147839610E-01 1.176491533E+00 1.061707572E+0 1.147839610E-01
3.162000E+10 1.176575537E+00 1.033755598E+0 1.428199390E-01 1.176575537E+00 1.033755598E+0 1.428199390E-01
4.642000E+10 1.176698578E+00 1.018403685E+0 1.582948930E-01 1.176698578E+00 1.018403685E+0 1.582948930E-01
6.813000E+10 1.176878656E+00 1.010009689E+0 1.668689670E-01 1.176878656E+00 1.010009689E+0 1.668689670E-01
1.000000E+11 1.177141774E+00 1.005429903E+0 1.717118710E-01 1.177141774E+00 1.005429903E+0 1.717118710E-01
1.468000E+11 1.177525487E+00 1.002937926E+0 1.745875610E-01 1.177525487E+00 1.002937926E+0 1.745875610E-01
2.154000E+11 1.178083284E+00 1.001587305E+0 1.764959790E-01 1.178083284E+00 1.001587305E+0 1.764959790E-01
3.162000E+11 1.178890412E+00 1.000855168E+0 1.780352440E-01 1.178890412E+00 1.000855168E+0 1.780352440E-01
4.642000E+11 1.179954800E+00 1.000459753E+0 1.794950470E-01 1.179954800E+00 1.000459753E+0 1.794950470E-01
6.813000E+11 1.180693423E+00 1.000246796E+0 1.804466270E-01 1.180693423E+00 1.000246796E+0 1.804466270E-01
1.000000E+12 1.181585610E+00 1.000132221E+0 1.814533890E-01 1.181585610E+00 1.000132221E+0 1.814533890E-01
1.468000E+12 1.182604896E+00 1.000070695E+0 1.825342010E-01 1.182604896E+00 1.000070695E+0 1.825342010E-01
2.154000E+12 1.183564832E+00 1.000037762E+0 1.835270700E-01 1.183564832E+00 1.000037762E+0 1.835270700E-01
3.162000E+12 1.184464790E+00 1.000020123E+0 1.844446670E-01 1.184464790E+00 1.000020123E+0 1.844446670E-01
4.642000E+12 1.185197193E+00 1.000010705E+0 1.851864880E-01 1.185197193E+00 1.000010705E+0 1.851864880E-01
6.813000E+12 1.194973890E+00 1.000005688E+0 1.949682020E-01 1.194973890E+00 1.000005688E+0 1.949682020E-01
1.000000E+13 1.195733808E+00 1.000003018E+0 1.957307900E-01 1.195733808E+00 1.000003018E+0 1.957307900E-01
