Ytrue por T Ypred RelError
2.263500e+02 0.000000e+00 3.000000e+02 2.255215e+02 3.660109e-03
1.501700e+01 1.000000e+01 3.000000e+02 1.499427e+01 1.513331e-03
8.173000e+00 2.000000e+01 3.000000e+02 7.997060e+00 2.152702e-02
5.363000e+00 3.000000e+01 3.000000e+02 4.895272e+00 8.721384e-02
3.077000e+00 4.000000e+01 3.000000e+02 3.160059e+00 2.699352e-02
1.845000e+00 5.000000e+01 3.000000e+02 2.074894e+00 1.246039e-01
1.262000e+00 6.000000e+01 3.000000e+02 1.353737e+00 7.269149e-02
1.009000e+00 7.000000e+01 3.000000e+02 8.569940e-01 1.506501e-01
2.910000e+00 4.000000e+01 4.000000e+02 3.017153e+00 3.682233e-02
2.820000e+00 4.000000e+01 5.000000e+02 2.880052e+00 2.129496e-02
2.743000e+00 4.000000e+01 6.000000e+02 2.747763e+00 1.736363e-03
2.624000e+00 4.000000e+01 7.000000e+02 2.619374e+00 1.763048e-03
2.490000e+00 4.000000e+01 8.000000e+02 2.494083e+00 1.639656e-03
2.481000e+00 4.000000e+01 9.000000e+02 2.371223e+00 4.424701e-02
2.405000e+00 4.000000e+01 1.000000e+03 2.250283e+00 6.433147e-02
7.895000e+00 2.000000e+01 4.000000e+02 7.634852e+00 3.295097e-02
7.256000e+00 2.000000e+01 5.000000e+02 7.275452e+00 2.680830e-03
6.745000e+00 2.000000e+01 6.000000e+02 6.917062e+00 2.550949e-02
6.558000e+00 2.000000e+01 7.000000e+02 6.564896e+00 1.051611e-03
6.120000e+00 2.000000e+01 8.000000e+02 6.229770e+00 1.793622e-02
5.731000e+00 2.000000e+01 9.000000e+02 5.924043e+00 3.368408e-02
5.509000e+00 2.000000e+01 1.000000e+03 5.656178e+00 2.671595e-02
1.617300e+02 0.000000e+00 4.000000e+02 1.629594e+02 7.601789e-03
1.213900e+02 0.000000e+00 5.000000e+02 1.210774e+02 2.575207e-03
9.503000e+01 0.000000e+00 6.000000e+02 9.596466e+01 9.835471e-03
8.385000e+01 0.000000e+00 7.000000e+02 8.342486e+01 5.070253e-03
7.480000e+01 0.000000e+00 8.000000e+02 7.477396e+01 3.480890e-04
6.475000e+01 0.000000e+00 9.000000e+02 6.448797e+01 4.046751e-03
5.464000e+01 0.000000e+00 1.000000e+03 5.425359e+01 7.071886e-03
