Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 2.500000e+02 2.728686e+02 2.718686e+02
1.000000e+00 0.000000e+00 2.600000e+02 2.618873e+02 2.608873e+02
1.000000e+00 0.000000e+00 2.700000e+02 2.517767e+02 2.507767e+02
1.000000e+00 0.000000e+00 2.800000e+02 2.424122e+02 2.414122e+02
1.000000e+00 0.000000e+00 2.900000e+02 2.336896e+02 2.326896e+02
1.000000e+00 0.000000e+00 3.000000e+02 2.255215e+02 2.245215e+02
1.000000e+00 0.000000e+00 3.100000e+02 2.178348e+02 2.168348e+02
1.000000e+00 0.000000e+00 3.200000e+02 2.105683e+02 2.095683e+02
1.000000e+00 0.000000e+00 3.300000e+02 2.036707e+02 2.026707e+02
1.000000e+00 0.000000e+00 3.400000e+02 1.970996e+02 1.960996e+02
1.000000e+00 0.000000e+00 3.500000e+02 1.908199e+02 1.898199e+02
1.000000e+00 0.000000e+00 3.600000e+02 1.848028e+02 1.838028e+02
1.000000e+00 0.000000e+00 3.700000e+02 1.790250e+02 1.780250e+02
1.000000e+00 0.000000e+00 3.800000e+02 1.734677e+02 1.724677e+02
1.000000e+00 0.000000e+00 3.900000e+02 1.681163e+02 1.671163e+02
1.000000e+00 0.000000e+00 4.000000e+02 1.629594e+02 1.619594e+02
1.000000e+00 0.000000e+00 4.100000e+02 1.579886e+02 1.569886e+02
1.000000e+00 0.000000e+00 4.200000e+02 1.531978e+02 1.521978e+02
1.000000e+00 0.000000e+00 4.300000e+02 1.485826e+02 1.475826e+02
1.000000e+00 0.000000e+00 4.400000e+02 1.441403e+02 1.431403e+02
1.000000e+00 0.000000e+00 4.500000e+02 1.398696e+02 1.388696e+02
1.000000e+00 0.000000e+00 4.600000e+02 1.357696e+02 1.347696e+02
1.000000e+00 0.000000e+00 4.700000e+02 1.318402e+02 1.308402e+02
1.000000e+00 0.000000e+00 4.800000e+02 1.280816e+02 1.270816e+02
1.000000e+00 0.000000e+00 4.900000e+02 1.244940e+02 1.234940e+02
1.000000e+00 0.000000e+00 5.000000e+02 1.210774e+02 1.200774e+02
1.000000e+00 0.000000e+00 5.100000e+02 1.178317e+02 1.168317e+02
1.000000e+00 0.000000e+00 5.200000e+02 1.147560e+02 1.137560e+02
1.000000e+00 0.000000e+00 5.300000e+02 1.118492e+02 1.108492e+02
