N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.213728900E-02 1.017184100E-02 9.007314000E-03 8.427914000E-03
1.600000000E+01 1.631647400E-02 1.747693400E-02 1.659184700E-02 1.777149100E-02
1.700000000E+01 6.080840400E-02 6.005702200E-02 5.943672800E-02 5.992817900E-02
1.549996187E+01 -1.273859000E-01 -1.173887020E-01 -1.104292480E-01 -1.065690820E-01
1.649996187E+01 4.705657900E-02 4.770479200E-02 4.772000500E-02 4.759087200E-02
1.674996808E+01 5.690210200E-02 5.547553600E-02 5.606093500E-02 5.605728600E-02
1.624993176E+01 3.492769200E-02 3.531491900E-02 3.534504700E-02 3.495965100E-02
1.574996808E+01 -2.440536500E-02 -2.229520900E-02 -1.901693100E-02 -1.735467800E-02
1.524993176E+01 -7.644651900E-02 -7.654002700E-02 -7.626368000E-02 -7.493116700E-02
