fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 29132 320.12 36.218 2.121371666E-01 1.580339901E-04 1.239651024E-05 1.229510075E-01 1.012746927E-04 3.697704262E-01 0.000000000E+00 
00L2 29260 320.07 36.224 2.124710773E-01 1.577643564E-04 1.238470545E-05 1.237968285E-01 1.005509124E-04 3.694681210E-01 0.000000000E+00 
00L3 29362 320.02 36.23 2.125933815E-01 1.584975758E-04 1.235230213E-05 1.239899529E-01 1.001483923E-04 3.665857186E-01 0.000000000E+00 
00L4 29464 320.05 36.226 2.118746700E-01 1.575466667E-04 1.230637803E-05 1.231461800E-01 1.003931079E-04 3.686735607E-01 0.000000000E+00 
00L5 29564 320.04 36.227 2.123426311E-01 1.568534653E-04 1.230106260E-05 1.233172773E-01 1.002184305E-04 3.693272192E-01 0.000000000E+00 
00L6 29660 320.02 36.23 2.121987411E-01 1.571894472E-04 1.229572626E-05 1.241269402E-01 9.959917136E-05 3.686277251E-01 0.000000000E+00 
00L7 29764 319.99 36.233 2.123728897E-01 1.572362745E-04 1.233164341E-05 1.230136346E-01 1.006850353E-04 3.692913508E-01 0.000000000E+00 
00L8 29862 319.99 36.233 2.124776119E-01 1.568448276E-04 1.230320328E-05 1.235743093E-01 1.000450895E-04 3.691771579E-01 0.000000000E+00 
00L9 30080 319.96 36.236 1.826734360E-01 1.180716418E-04 7.773744190E-06 1.053774393E-01 7.438548546E-05 3.604203013E-01 0.000000000E+00 
0L10 30204 319.85 36.249 1.836025490E-01 1.191529703E-04 7.885682858E-06 1.058530870E-01 7.513109337E-05 3.604588788E-01 0.000000000E+00 
0L11 30306 319.87 36.247 1.843627918E-01 1.197633663E-04 7.957874147E-06 1.061365694E-01 7.563561902E-05 3.604124591E-01 0.000000000E+00 
0L12 30406 319.93 36.24 1.851166950E-01 1.214767956E-04 8.096118041E-06 1.066420688E-01 7.658396240E-05 3.600293583E-01 0.000000000E+00 
0L13 30506 319.96 36.236 1.864341808E-01 1.223769231E-04 8.185252521E-06 1.074881838E-01 7.682275027E-05 3.587624770E-01 0.000000000E+00 
0L14 30606 319.97 36.235 1.872609531E-01 1.230311475E-04 8.259695267E-06 1.072948184E-01 7.765280848E-05 3.585103685E-01 0.000000000E+00 
0L15 30706 319.96 36.236 1.869251423E-01 1.233633663E-04 8.329777358E-06 1.076282339E-01 7.808290725E-05 3.612263824E-01 0.000000000E+00 
0L16 30804 319.95 36.238 1.878616562E-01 1.250911243E-04 8.438175109E-06 1.083272547E-01 7.858236242E-05 3.590739433E-01 0.000000000E+00 
0L17 30904 319.96 36.236 1.890888435E-01 1.254737624E-04 8.558306725E-06 1.087726171E-01 7.936686725E-05 3.607190021E-01 0.000000000E+00 
0L18 31006 319.98 36.234 1.891765549E-01 1.261529703E-04 8.642693229E-06 1.089816931E-01 7.998474593E-05 3.621465109E-01 0.000000000E+00 
0L19 31106 320 36.232 1.897527203E-01 1.273469274E-04 8.709845106E-06 1.093763239E-01 8.030600742E-05 3.604408045E-01 0.000000000E+00 
0L20 31208 319.98 36.234 1.894246780E-01 1.275633663E-04 8.795761000E-06 1.097020826E-01 8.084727974E-05 3.640079684E-01 0.000000000E+00 
0L21 31306 319.96 36.236 1.910931137E-01 1.286534653E-04 8.920444901E-06 1.100415236E-01 8.172902743E-05 3.628440363E-01 0.000000000E+00 
0L22 31404 319.97 36.235 1.920181194E-01 1.294820896E-04 9.006976129E-06 1.103280806E-01 8.229646001E-05 3.622656034E-01 0.000000000E+00 
0L23 31504 319.99 36.233 1.923926113E-01 1.304780220E-04 9.073778840E-06 1.112306184E-01 8.220091694E-05 3.614618244E-01 0.000000000E+00 
