T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 4.615216600E-02 4.607608800E-02 4.596739500E-02 4.581393500E-02 4.560090600E-02 4.531219700E-02 4.493366300E-02 4.443706300E-02 4.386400400E-02 4.325873700E-02 4.267591400E-02 4.219444000E-02 4.192212000E-02 4.188796300E-02 4.210536600E-02 4.248465300E-02 4.295584600E-02 4.339047700E-02 4.373754900E-02
295 4.458277300E-02 4.451031600E-02 4.440677600E-02 4.426059200E-02 4.405769400E-02 4.378278500E-02 4.342257800E-02 4.297176600E-02 4.244133200E-02 4.185277600E-02 4.130070300E-02 4.084654800E-02 4.058963800E-02 4.057418500E-02 4.079687200E-02 4.120135000E-02 4.170267000E-02 4.220798100E-02 4.265172800E-02
300 4.359610400E-02 4.352358800E-02 4.341989500E-02 4.327335300E-02 4.306969800E-02 4.279330800E-02 4.243038100E-02 4.197492600E-02 4.143713000E-02 4.085164100E-02 4.028042300E-02 3.980481300E-02 3.950572200E-02 3.943781000E-02 3.960863100E-02 3.997465800E-02 4.047087200E-02 4.099949500E-02 4.149362400E-02
305 4.371572200E-02 4.363591300E-02 4.352174300E-02 4.336023000E-02 4.313552600E-02 4.283002000E-02 4.242794200E-02 4.192168900E-02 4.132103100E-02 4.066208800E-02 4.001017400E-02 3.945062600E-02 3.906751300E-02 3.891795100E-02 3.901350400E-02 3.931786000E-02 3.976297500E-02 4.027463300E-02 4.079188800E-02
310 4.366521000E-02 4.358377300E-02 4.346707700E-02 4.330166900E-02 4.307086200E-02 4.275580600E-02 4.233878500E-02 4.180956900E-02 4.117488300E-02 4.046796900E-02 3.975245600E-02 3.910919300E-02 3.863276800E-02 3.838132200E-02 3.836995800E-02 3.856592400E-02 3.892050300E-02 3.935883900E-02 3.983099000E-02
315 4.357701800E-02 4.349741800E-02 4.338321200E-02 4.322096700E-02 4.299381900E-02 4.268235300E-02 4.226746500E-02 4.173629900E-02 4.109148200E-02 4.036121500E-02 3.960432600E-02 3.890335800E-02 3.834611400E-02 3.799141100E-02 3.786957600E-02 3.794908900E-02 3.818806800E-02 3.853084900E-02 3.892910900E-02
320 4.379742100E-02 4.371955900E-02 4.360767700E-02 4.344842700E-02 4.322490300E-02 4.291718200E-02 4.250493000E-02 4.197293300E-02 4.131985300E-02 4.056866600E-02 3.977288800E-02 3.901175500E-02 3.837149900E-02 3.792787400E-02 3.769242800E-02 3.766140000E-02 3.779461100E-02 3.804357900E-02 3.836585500E-02
325 4.226425400E-02 4.220942000E-02 4.213040000E-02 4.201749100E-02 4.185803000E-02 4.163664900E-02 4.133647700E-02 4.094255100E-02 4.044771800E-02 3.986092200E-02 3.921444800E-02 3.856523500E-02 3.798475200E-02 3.753854900E-02 3.726500300E-02 3.716621200E-02 3.721590100E-02 3.737675800E-02 3.761461700E-02
330 3.838750700E-02 3.838054700E-02 3.837008000E-02 3.835436100E-02 3.833048700E-02 3.829399600E-02 3.823809100E-02 3.815277700E-02 3.802500200E-02 3.784105500E-02 3.759361900E-02 3.729281400E-02 3.697400400E-02 3.669168900E-02 3.649750000E-02 3.641799500E-02 3.644995500E-02 3.657265700E-02 3.676273200E-02
335 3.135747800E-02 3.143167600E-02 3.153777700E-02 3.168771200E-02 3.189602900E-02 3.217813500E-02 3.254668300E-02 3.300407900E-02 3.353226500E-02 3.408435300E-02 3.458831300E-02 3.497241000E-02 3.520418200E-02 3.531225100E-02 3.536660100E-02 3.543410200E-02 3.554948300E-02 3.571771700E-02 3.593047700E-02
340 1.609055700E-02 1.632053000E-02 1.665071600E-02 1.711999000E-02 1.777718400E-02 1.867839900E-02 1.987758600E-02 2.140738800E-02 2.324928600E-02 2.530219500E-02 2.737583100E-02 2.923775800E-02 3.071111900E-02 3.175634200E-02 3.246516400E-02 3.297669800E-02 3.339916200E-02 3.378767900E-02 3.416203900E-02
