N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.191371244E+00 1.191395904E+00 1.191431975E+00 1.191484637E+00 1.191561355E+00 1.191672739E+00 1.191833662E+00 1.192064525E+00 1.192392473E+00 1.192852018E+00 1.193484225E+00 1.194333597E+00 1.195437151E+00 1.196838301E+00 1.198552809E+00 1.200592319E+00 1.202965134E+00 1.205675592E+00 1.208714433E+00
1.600000000E+01 1.220264405E+00 1.220324729E+00 1.220412697E+00 1.220540618E+00 1.220725899E+00 1.220992682E+00 1.221373680E+00 1.221911549E+00 1.222659163E+00 1.223677366E+00 1.225029136E+00 1.226770260E+00 1.228932016E+00 1.231535803E+00 1.234568207E+00 1.237993354E+00 1.241779887E+00 1.245889491E+00 1.250277557E+00
1.700000000E+01 1.237366067E+00 1.238168615E+00 1.239264502E+00 1.240720499E+00 1.242589473E+00 1.244892239E+00 1.247604461E+00 1.250658592E+00 1.253964918E+00 1.257442028E+00 1.261040467E+00 1.264750000E+00 1.268591944E+00 1.272604901E+00 1.276831406E+00 1.281305708E+00 1.286084738E+00 1.291148693E+00 1.296555715E+00
1.549996187E+01 1.207223745E+00 1.207248083E+00 1.207283699E+00 1.207335778E+00 1.207411826E+00 1.207522603E+00 1.207683439E+00 1.207915832E+00 1.208249303E+00 1.208723266E+00 1.209388135E+00 1.210304712E+00 1.211540467E+00 1.213161725E+00 1.215222509E+00 1.217752923E+00 1.220751969E+00 1.224189129E+00 1.228015662E+00
1.649996187E+01 1.222020352E+00 1.222225969E+00 1.222521255E+00 1.222941369E+00 1.223531374E+00 1.224345364E+00 1.225442549E+00 1.226878858E+00 1.228695264E+00 1.230906906E+00 1.233499562E+00 1.236436893E+00 1.239675576E+00 1.243180754E+00 1.246935673E+00 1.250942833E+00 1.255217373E+00 1.259776996E+00 1.264633537E+00
1.674996808E+01 1.226500104E+00 1.226910904E+00 1.227489793E+00 1.228292028E+00 1.229379188E+00 1.230810624E+00 1.232630229E+00 1.234852392E+00 1.237454951E+00 1.240385982E+00 1.243583047E+00 1.246995220E+00 1.250597109E+00 1.254391016E+00 1.258399375E+00 1.262653014E+00 1.267180687E+00 1.272007263E+00 1.277148636E+00
1.624993176E+01 1.221940314E+00 1.222048705E+00 1.222205926E+00 1.222432826E+00 1.222757887E+00 1.223218812E+00 1.223863148E+00 1.224746970E+00 1.225930162E+00 1.227467775E+00 1.229399254E+00 1.231739865E+00 1.234479062E+00 1.237587388E+00 1.241029303E+00 1.244773371E+00 1.248801155E+00 1.253116328E+00 1.257716814E+00
1.574996808E+01 1.214502970E+00 1.214539375E+00 1.214592592E+00 1.214670277E+00 1.214783420E+00 1.214947654E+00 1.215218316E+00 1.215556793E+00 1.216030544E+00 1.216705197E+00 1.217625685E+00 1.218863598E+00 1.220496048E+00 1.222561905E+00 1.225106655E+00 1.228116130E+00 1.231561784E+00 1.235399200E+00 1.239583201E+00
1.524993176E+01 1.201948242E+00 1.201967125E+00 1.201994752E+00 1.202035172E+00 1.202094195E+00 1.202180214E+00 1.202305189E+00 1.202485935E+00 1.202745680E+00 1.203115681E+00 1.203636536E+00 1.204358475E+00 1.205339787E+00 1.206642586E+00 1.208325566E+00 1.210434288E+00 1.212990987E+00 1.215987821E+00 1.219388567E+00
