N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.194432011E+00 1.200841222E+00 1.205147451E+00 1.212119011E+00 1.218145125E+00 1.219370794E+00 1.218946163E+00 1.223824341E+00 1.235986261E+00
1.016672606E+01 1.194448992E+00 1.200859979E+00 1.205173548E+00 1.212158076E+00 1.218207035E+00 1.219478349E+00 1.219151298E+00 1.224222052E+00 1.236709308E+00
1.033324570E+01 1.194473843E+00 1.200887446E+00 1.205211745E+00 1.212215176E+00 1.218297315E+00 1.219634434E+00 1.219445862E+00 1.224782191E+00 1.237697560E+00
1.049996187E+01 1.194510192E+00 1.200927643E+00 1.205267605E+00 1.212298535E+00 1.218428661E+00 1.219859884E+00 1.219864991E+00 1.225558103E+00 1.239013218E+00
1.066670514E+01 1.194563291E+00 1.200986420E+00 1.205349193E+00 1.212419983E+00 1.218619053E+00 1.220183296E+00 1.220453731E+00 1.226609504E+00 1.240708469E+00
1.083333839E+01 1.194640696E+00 1.201072225E+00 1.205499434E+00 1.212641797E+00 1.218893523E+00 1.220642785E+00 1.221266589E+00 1.227995049E+00 1.242811202E+00
1.100000000E+01 1.194753196E+00 1.201197192E+00 1.205672269E+00 1.212908288E+00 1.219286173E+00 1.221286977E+00 1.222363938E+00 1.229761011E+00 1.245314834E+00
1.116672606E+01 1.194915982E+00 1.201378561E+00 1.205919759E+00 1.213272804E+00 1.219841879E+00 1.222174335E+00 1.223804735E+00 1.231929778E+00 1.248179842E+00
1.133324570E+01 1.195165548E+00 1.201640483E+00 1.206274404E+00 1.213787383E+00 1.220616996E+00 1.223369343E+00 1.225636206E+00 1.234494342E+00 1.251348929E+00
1.149996187E+01 1.195516001E+00 1.202016082E+00 1.206779074E+00 1.214507305E+00 1.221677787E+00 1.224935067E+00 1.227884172E+00 1.237423316E+00 1.254768551E+00
1.166670514E+01 1.195976422E+00 1.202549485E+00 1.207489333E+00 1.215496933E+00 1.223109384E+00 1.226922953E+00 1.230548815E+00 1.240674937E+00 1.258405898E+00
1.183333839E+01 1.196630718E+00 1.203297058E+00 1.208473210E+00 1.216845468E+00 1.224944517E+00 1.229363151E+00 1.233608642E+00 1.244212886E+00 1.262254590E+00
1.200000000E+01 1.197506882E+00 1.204326700E+00 1.209821325E+00 1.218604640E+00 1.227251226E+00 1.232259449E+00 1.237030871E+00 1.248017305E+00 1.266328850E+00
1.216672606E+01 1.198681522E+00 1.205713605E+00 1.211598449E+00 1.220877686E+00 1.230046999E+00 1.235591308E+00 1.240783989E+00 1.252087535E+00 1.270657908E+00
1.233324570E+01 1.200221913E+00 1.207531331E+00 1.213868166E+00 1.223654917E+00 1.233337036E+00 1.239326280E+00 1.244847601E+00 1.256436845E+00 1.275261159E+00
1.249996187E+01 1.202176060E+00 1.209838320E+00 1.216666541E+00 1.226971187E+00 1.237087202E+00 1.243418449E+00 1.249215429E+00 1.261082835E+00 1.280165075E+00
1.266670514E+01 1.204599779E+00 1.212663289E+00 1.219991938E+00 1.230773496E+00 1.241245429E+00 1.247843166E+00 1.253890345E+00 1.266038694E+00 1.285393468E+00
1.283333839E+01 1.207493916E+00 1.215993345E+00 1.223805579E+00 1.235005321E+00 1.245753330E+00 1.252583275E+00 1.258875513E+00 1.271309511E+00 1.290894173E+00
1.300000000E+01 1.210835705E+00 1.219779479E+00 1.228044888E+00 1.239607023E+00 1.250597084E+00 1.257630715E+00 1.264164073E+00 1.276897619E+00 1.296786951E+00
