T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 7.337261000E-03 1.669653700E-02 2.342679500E-02 2.580505500E-02 3.151908300E-02 4.192212000E-02 5.419509900E-02 6.243409100E-02 6.664898900E-02
295 1.507351000E-03 1.528683700E-02 2.299830100E-02 2.595477100E-02 3.094714100E-02 4.058963800E-02 5.219756700E-02 6.022456200E-02 6.433023900E-02
300 -1.161709900E-02 1.145119500E-02 2.210204300E-02 2.570145700E-02 3.058355200E-02 3.950572200E-02 5.096470600E-02 5.872171600E-02 6.207265200E-02
305 -3.812953800E-02 3.257776000E-03 1.956459700E-02 2.507928600E-02 3.007685800E-02 3.906751300E-02 4.956090600E-02 5.717179300E-02 6.052224700E-02
310 -8.673088200E-02 -1.305869000E-02 1.454451500E-02 2.374033400E-02 2.971688200E-02 3.863276800E-02 4.874500000E-02 5.609347400E-02 5.910276400E-02
315 -1.536393460E-01 -4.344576100E-02 4.912697000E-03 2.119208200E-02 2.904978800E-02 3.834611400E-02 4.868479700E-02 5.594477900E-02 5.835530900E-02
320 -1.104947790E-01 -9.541922400E-02 -1.319719000E-02 1.579153100E-02 2.806798200E-02 3.837149900E-02 4.871514300E-02 5.596479800E-02 5.870150500E-02
325 -2.343205300E-02 -1.623173110E-01 -4.524583200E-02 5.651139000E-03 2.539484900E-02 3.798475200E-02 4.900552500E-02 5.655191100E-02 5.952329700E-02
330 7.696644000E-03 -1.183579570E-01 -9.736083600E-02 -1.232927400E-02 1.898831500E-02 3.697400400E-02 4.983195400E-02 5.806877200E-02 6.100270700E-02
335 1.346018600E-02 -3.303621600E-02 -1.714141290E-01 -4.367682700E-02 9.769578000E-03 3.520418200E-02 5.010053300E-02 5.953728900E-02 6.373098400E-02
340 2.127679900E-02 6.769392000E-03 -1.318968010E-01 -9.299245000E-02 -7.285997000E-03 3.071111900E-02 4.988265500E-02 6.117445600E-02 6.664038700E-02
