N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.532000000E-06 7.969000000E-06 1.182300000E-05 1.520800000E-05
1.600000000E+01 4.273100000E-05 4.224800000E-05 4.228100000E-05 4.244700000E-05
1.700000000E+01 1.746470000E-04 1.768590000E-04 1.729400000E-04 1.571870000E-04
1.549996187E+01 2.079800000E-05 2.127100000E-05 2.203300000E-05 2.292100000E-05
1.649996187E+01 8.351900000E-05 8.345500000E-05 8.330600000E-05 8.366900000E-05
1.674996808E+01 1.160290000E-04 1.158370000E-04 1.303490000E-04 1.370480000E-04
1.624993176E+01 6.040400000E-05 5.987900000E-05 5.994300000E-05 6.003000000E-05
1.574996808E+01 2.973400000E-05 2.958700000E-05 2.974700000E-05 3.002600000E-05
1.524993176E+01 1.366100000E-05 1.566500000E-05 1.772300000E-05 1.966700000E-05
