T Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.000000000E+01 1.257033440E+00 1.210881274E+00 4.615216600E-02 1.239873429E+00 1.203094230E+00 3.677919900E-02 1.716001100E-02 7.787044000E-03
290 1.016672606E+01 1.257124402E+00 1.211048314E+00 4.607608800E-02 1.243613580E+00 1.205367782E+00 3.824579800E-02 1.351082200E-02 5.680532000E-03
290 1.033324570E+01 1.257257053E+00 1.211289658E+00 4.596739500E-02 1.246858995E+00 1.207191138E+00 3.966785700E-02 1.039805800E-02 4.098520000E-03
290 1.049996187E+01 1.257450144E+00 1.211636209E+00 4.581393500E-02 1.249621119E+00 1.208702816E+00 4.091830300E-02 7.829025000E-03 2.933393000E-03
290 1.066670514E+01 1.257730303E+00 1.212129397E+00 4.560090600E-02 1.251944176E+00 1.210038364E+00 4.190581200E-02 5.786127000E-03 2.091033000E-03
290 1.083333839E+01 1.258134793E+00 1.212822596E+00 4.531219700E-02 1.253916793E+00 1.211330963E+00 4.258583000E-02 4.218000000E-03 1.491633000E-03
290 1.100000000E+01 1.258714639E+00 1.213780976E+00 4.493366300E-02 1.255664520E+00 1.212710389E+00 4.295413100E-02 3.050119000E-03 1.070587000E-03
290 1.116672606E+01 1.259537543E+00 1.215100480E+00 4.443706300E-02 1.257336655E+00 1.214322450E+00 4.301420500E-02 2.200888000E-03 7.780300000E-04
290 1.133324570E+01 1.260689357E+00 1.216825353E+00 4.386400400E-02 1.259095133E+00 1.216247967E+00 4.284716600E-02 1.594224000E-03 5.773860000E-04
290 1.149996187E+01 1.262271862E+00 1.219013125E+00 4.325873700E-02 1.261105865E+00 1.218575684E+00 4.253018100E-02 1.165997000E-03 4.374410000E-04
290 1.166670514E+01 1.264394233E+00 1.221718319E+00 4.267591400E-02 1.263528573E+00 1.221377519E+00 4.215105400E-02 8.656600000E-04 3.408000000E-04
290 1.183333839E+01 1.267155990E+00 1.224961550E+00 4.219444000E-02 1.266500927E+00 1.224687946E+00 4.181298100E-02 6.550630000E-04 2.736040000E-04
290 1.200000000E+01 1.270622890E+00 1.228700770E+00 4.192212000E-02 1.270116570E+00 1.228475953E+00 4.164061700E-02 5.063200000E-04 2.248170000E-04
290 1.216672606E+01 1.274803120E+00 1.232915157E+00 4.188796300E-02 1.274403613E+00 1.232726578E+00 4.167703500E-02 3.995070000E-04 1.885790000E-04
290 1.233324570E+01 1.279636770E+00 1.237531404E+00 4.210536600E-02 1.279315972E+00 1.237371448E+00 4.194452400E-02 3.207980000E-04 1.599560000E-04
290 1.249996187E+01 1.285008808E+00 1.242524155E+00 4.248465300E-02 1.284747914E+00 1.242387497E+00 4.236041700E-02 2.608940000E-04 1.366580000E-04
290 1.266670514E+01 1.290782091E+00 1.247826245E+00 4.295584600E-02 1.290568298E+00 1.247709408E+00 4.285889000E-02 2.137930000E-04 1.168370000E-04
290 1.283333839E+01 1.296831334E+00 1.253440857E+00 4.339047700E-02 1.296655588E+00 1.253341125E+00 4.331446300E-02 1.757460000E-04 9.973200000E-05
290 1.300000000E+01 1.303059133E+00 1.259321584E+00 4.373754900E-02 1.302914705E+00 1.259236813E+00 4.367789200E-02 1.444280000E-04 8.477100000E-05
295 1.000000000E+01 1.258425688E+00 1.213842915E+00 4.458277300E-02 1.242496412E+00 1.205443874E+00 3.705253800E-02 1.592927600E-02 8.399041000E-03
295 1.016672606E+01 1.258507405E+00 1.213997089E+00 4.451031600E-02 1.246147414E+00 1.207933191E+00 3.821422300E-02 1.235999100E-02 6.063898000E-03
295 1.033324570E+01 1.258626595E+00 1.214219819E+00 4.440677600E-02 1.249215240E+00 1.209883306E+00 3.933193400E-02 9.411355000E-03 4.336513000E-03
295 1.049996187E+01 1.258800086E+00 1.214539494E+00 4.426059200E-02 1.251768366E+00 1.211461116E+00 4.030725000E-02 7.031720000E-03 3.078378000E-03
295 1.066670514E+01 1.259051749E+00 1.214994055E+00 4.405769400E-02 1.253883990E+00 1.212818132E+00 4.106585800E-02 5.167759000E-03 2.175923000E-03
295 1.083333839E+01 1.259414970E+00 1.215632185E+00 4.378278500E-02 1.255663696E+00 1.214094812E+00 4.156888400E-02 3.751274000E-03 1.537373000E-03
295 1.100000000E+01 1.259935401E+00 1.216512823E+00 4.342257800E-02 1.257231972E+00 1.215422090E+00 4.180988200E-02 2.703429000E-03 1.090733000E-03
295 1.116672606E+01 1.260673573E+00 1.217701807E+00 4.297176600E-02 1.258728490E+00 1.216920527E+00 4.180796300E-02 1.945083000E-03 7.812800000E-04
295 1.133324570E+01 1.261706203E+00 1.219264871E+00 4.244133200E-02 1.260300890E+00 1.218696356E+00 4.160453400E-02 1.405313000E-03 5.685150000E-04
295 1.149996187E+01 1.263124484E+00 1.221271708E+00 4.185277600E-02 1.262098898E+00 1.220846647E+00 4.125225100E-02 1.025586000E-03 4.250610000E-04
295 1.166670514E+01 1.265027042E+00 1.223726339E+00 4.130070300E-02 1.264266781E+00 1.223401283E+00 4.086549800E-02 7.602610000E-04 3.250560000E-04
295 1.183333839E+01 1.267505993E+00 1.226659445E+00 4.084654800E-02 1.266930876E+00 1.226402627E+00 4.052824900E-02 5.751170000E-04 2.568180000E-04
295 1.200000000E+01 1.270626996E+00 1.230037358E+00 4.058963800E-02 1.270181831E+00 1.229829157E+00 4.035267400E-02 4.451650000E-04 2.082010000E-04
295 1.216672606E+01 1.274408934E+00 1.233834749E+00 4.057418500E-02 1.274056379E+00 1.233661526E+00 4.039485300E-02 3.525550000E-04 1.732230000E-04
295 1.233324570E+01 1.278813272E+00 1.238016400E+00 4.079687200E-02 1.278528472E+00 1.237869901E+00 4.065857100E-02 2.848000000E-04 1.464990000E-04
295 1.249996187E+01 1.283752342E+00 1.242550992E+00 4.120135000E-02 1.283518851E+00 1.242425654E+00 4.109319700E-02 2.334910000E-04 1.253380000E-04
295 1.266670514E+01 1.289115360E+00 1.247412690E+00 4.170267000E-02 1.288922182E+00 1.247305047E+00 4.161713500E-02 1.931780000E-04 1.076430000E-04
295 1.283333839E+01 1.294797509E+00 1.252589528E+00 4.220798100E-02 1.294637023E+00 1.252497006E+00 4.214001700E-02 1.604860000E-04 9.252200000E-05
295 1.300000000E+01 1.300715065E+00 1.258063337E+00 4.265172800E-02 1.300581706E+00 1.257984012E+00 4.259769400E-02 1.333590000E-04 7.932500000E-05
300 1.000000000E+01 1.260447026E+00 1.216850922E+00 4.359610400E-02 1.245000279E+00 1.207449239E+00 3.755104000E-02 1.544674700E-02 9.401683000E-03
300 1.016672606E+01 1.260522619E+00 1.216999031E+00 4.352358800E-02 1.248760180E+00 1.210276535E+00 3.848364500E-02 1.176243900E-02 6.722496000E-03
300 1.033324570E+01 1.260632860E+00 1.217212965E+00 4.341989500E-02 1.251807017E+00 1.212446390E+00 3.936062700E-02 8.825843000E-03 4.766575000E-03
300 1.049996187E+01 1.260793230E+00 1.217519877E+00 4.327335300E-02 1.254272744E+00 1.214163146E+00 4.010959800E-02 6.520486000E-03 3.356731000E-03
300 1.066670514E+01 1.261025643E+00 1.217955945E+00 4.306969800E-02 1.256275023E+00 1.215602662E+00 4.067236100E-02 4.750620000E-03 2.353283000E-03
