N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+16 310 1.800E-4 1.243069813E+00 1.251254010E+00
1.468000E+10 1.000E+16 310 1.800E-4 1.245650482E+00 1.251282791E+00
2.154000E+10 1.000E+16 310 1.800E-4 1.247463796E+00 1.251324696E+00
3.162000E+10 1.000E+16 310 1.800E-4 1.248747036E+00 1.251385488E+00
4.642000E+10 1.000E+16 310 1.800E-4 1.249674923E+00 1.251473271E+00
6.813000E+10 1.000E+16 310 1.800E-4 1.250376382E+00 1.251599039E+00
1.000000E+11 1.000E+16 310 1.800E-4 1.250948373E+00 1.251777339E+00
1.468000E+11 1.000E+16 310 1.800E-4 1.251466128E+00 1.252026396E+00
2.154000E+11 1.000E+16 310 1.800E-4 1.251989929E+00 1.252367124E+00
3.162000E+11 1.000E+16 310 1.800E-4 1.252567678E+00 1.252820405E+00
4.642000E+11 1.000E+16 310 1.800E-4 1.253233429E+00 1.253749184E+00
6.813000E+11 1.000E+16 310 1.800E-4 1.258449589E+00 1.259408859E+00
1.000000E+12 1.000E+16 310 1.800E-4 1.265132743E+00 1.265212465E+00
1.468000E+12 1.000E+16 310 1.800E-4 1.266140039E+00 1.266192342E+00
2.154000E+12 1.000E+16 310 1.800E-4 1.267159898E+00 1.267194143E+00
3.162000E+12 1.000E+16 310 1.800E-4 1.274450781E+00 1.274456724E+00
4.642000E+12 1.000E+16 310 1.800E-4 1.275351693E+00 1.275382326E+00
6.813000E+12 1.000E+16 310 1.800E-4 1.276129468E+00 1.276146710E+00
1.000000E+13 1.000E+16 310 1.800E-4 1.288057428E+00 1.288064918E+00
