N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.050030300E-02 7.804038000E-03 1.154107000E-03 -1.275839000E-02 -3.949314600E-02 -8.474631700E-02 -1.386312630E-01 -8.301885600E-02 4.547696000E-03 8.034383000E-03 1.219122400E-02
1.600000000E+01 3.149579200E-02 3.101027400E-02 3.061759900E-02 3.008594200E-02 2.974540600E-02 2.930324600E-02 2.883034800E-02 2.739892100E-02 2.343541800E-02 1.862618600E-02 9.467092000E-03
1.700000000E+01 6.847567100E-02 6.688095500E-02 6.502543000E-02 6.344614200E-02 6.155368300E-02 5.997447100E-02 5.916936000E-02 5.859723900E-02 5.849377600E-02 5.942004700E-02 6.048964200E-02
1.549996187E+01 2.364131100E-02 2.356218500E-02 2.330380400E-02 2.202880700E-02 1.941808900E-02 1.431566100E-02 4.589903000E-03 -1.304134300E-02 -4.305980900E-02 -9.010609500E-02 -1.524465890E-01
1.649996187E+01 5.537318900E-02 5.356098000E-02 5.230271500E-02 5.057787900E-02 4.926471500E-02 4.857161700E-02 4.787764800E-02 4.743488000E-02 4.749961400E-02 4.724780700E-02 4.685455700E-02
1.674996808E+01 6.413642100E-02 6.232127600E-02 6.096282700E-02 5.915266100E-02 5.753961300E-02 5.662470300E-02 5.565680900E-02 5.512601700E-02 5.536624700E-02 5.559782600E-02 5.606163300E-02
1.624993176E+01 4.248465300E-02 4.120135000E-02 3.997465800E-02 3.931786000E-02 3.856592400E-02 3.794908900E-02 3.766140000E-02 3.716621200E-02 3.641799500E-02 3.543410200E-02 3.297669800E-02
1.574996808E+01 2.565993400E-02 2.597622700E-02 2.593343200E-02 2.566792900E-02 2.501148300E-02 2.378443000E-02 2.096516600E-02 1.558456700E-02 5.963862000E-03 -1.137075300E-02 -3.993038700E-02
1.524993176E+01 1.784750100E-02 1.738610400E-02 1.553567900E-02 1.129823600E-02 2.669887000E-03 -1.362903400E-02 -4.313762500E-02 -9.042883800E-02 -1.485143610E-01 -9.270229500E-02 2.959801000E-03
