T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 -2.798735000E-03 1.296695000E-02 2.203721800E-02 2.595246300E-02 3.331553800E-02 4.560090600E-02 5.990018900E-02 7.001206000E-02 7.563108100E-02
295 -1.939137900E-02 8.360884000E-03 2.053867600E-02 2.568866300E-02 3.240519100E-02 4.405769400E-02 5.770954700E-02 6.758150300E-02 7.302161700E-02
300 -5.438281400E-02 -2.305887000E-03 1.747574500E-02 2.457804300E-02 3.174447400E-02 4.306969800E-02 5.707740600E-02 6.693379100E-02 7.165045200E-02
305 -1.199958470E-01 -2.426271100E-02 1.066953300E-02 2.254642300E-02 3.110327400E-02 4.313552600E-02 5.657585500E-02 6.689128400E-02 7.226314700E-02
310 -1.636212550E-01 -6.635992600E-02 -2.778137000E-03 1.853724000E-02 3.009130100E-02 4.307086200E-02 5.697669400E-02 6.799474200E-02 7.389121200E-02
315 -1.334466360E-01 -1.389566820E-01 -2.835607300E-02 1.113512000E-02 2.804732000E-02 4.299381900E-02 5.873802300E-02 7.092492700E-02 7.702635600E-02
320 -6.419278300E-02 -1.699854140E-01 -7.463823200E-02 -3.852082000E-03 2.447265600E-02 4.322490300E-02 6.027436600E-02 7.402966900E-02 8.250428600E-02
325 1.040312000E-02 -1.358802410E-01 -1.496469540E-01 -3.126762600E-02 1.635822100E-02 4.185803000E-02 6.187863900E-02 7.785581600E-02 8.848235800E-02
330 1.830031900E-02 -6.325608900E-02 -1.767104750E-01 -7.785854100E-02 -5.133100000E-05 3.833048700E-02 6.422912100E-02 8.340864600E-02 9.546146200E-02
335 2.863423700E-02 9.405793000E-03 -1.420268520E-01 -1.510387570E-01 -2.636093600E-02 3.189602900E-02 6.446619800E-02 8.788436500E-02 1.046179900E-01
340 4.141705700E-02 1.543609200E-02 -7.178041300E-02 -1.841434210E-01 -7.133122600E-02 1.777718400E-02 6.256954200E-02 9.185932200E-02 1.128322590E-01
