fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 30940 329.78 35.157 1.036874958E+00 6.701795644E-01 6.840991881E-09 6.014932902E+05 5.995735534E-05 2.660545764E-01 5.993230785E-05 -3.480657159E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 9.607199356E-02 
00L2 31130 329.89 35.146 1.039035517E+00 6.729911663E-01 7.118467769E-09 8.712933551E+05 5.991806396E-05 2.657781215E-01 5.990782578E-05 -3.485701534E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 9.625290498E-03 
00L3 31254 329.99 35.135 1.028558353E+00 7.315230159E-01 6.445397366E-09 3.396938696E+05 5.986652411E-05 2.653904709E-01 5.986275040E-05 -3.493421521E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 9.679184289E-03 
00L4 31368 329.93 35.141 1.039248625E+00 6.740688145E-01 7.127351253E-09 8.483791336E+05 5.971758404E-05 2.656662466E-01 5.971758403E-05 -3.498278442E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 9.996964361E-03 
00L5 31494 329.97 35.137 1.037328867E+00 6.903686759E-01 7.040965091E-09 5.180648585E+05 5.985718740E-05 2.664462607E-01 5.982521418E-05 -3.481762082E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.368773918E-02 
00L6 31616 330.02 35.132 1.036560511E+00 6.917605393E-01 7.027841423E-09 6.648594348E+05 5.973474584E-05 2.653050089E-01 5.169477391E-05 -4.046698919E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.412823613E-01 
00L7 31724 329.99 35.135 1.031540524E+00 7.392088952E-01 6.611063400E-09 3.987116593E+05 5.980957891E-05 2.653611298E-01 5.980957891E-05 -3.496913831E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.620791854E-02 
00L8 31850 329.97 35.137 1.042140222E+00 6.469723959E-01 7.403040916E-09 1.000000000E+12 5.964991075E-05 2.656353400E-01 5.964991075E-05 -3.502654751E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.835719903E-02 
00L9 31974 330.02 35.132 1.043357092E+00 6.648642893E-01 7.590163710E-09 2.022588746E+06 5.967146115E-05 2.653279438E-01 5.967146115E-05 -3.505446307E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.831871872E-02 
0L10 32088 330.02 35.132 1.039602581E+00 6.685394015E-01 7.233346677E-09 1.088451380E+06 5.965976297E-05 2.653441353E-01 5.965976297E-05 -3.505919713E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 5.961802477E-03 
