N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.014736038E+00 1.014718982E+00 1.014694620E+00 1.014660277E+00 1.014612825E+00 1.014549264E+00 1.014468242E+00 1.014373324E+00 1.014279009E+00 1.014219993E+00 1.014262137E+00 1.014509444E+00 1.015097755E+00 1.044588591E+00 1.075726196E+00 1.099320843E+00 1.116990082E+00 1.130670405E+00 1.141680719E+00
1.600000000E+01 1.250107390E+00 1.250216563E+00 1.250374857E+00 1.250603097E+00 1.250929602E+00 1.251391519E+00 1.252035102E+00 1.252913441E+00 1.254080591E+00 1.255581509E+00 1.257440645E+00 1.259655239E+00 1.262198585E+00 1.265031849E+00 1.268116191E+00 1.271419838E+00 1.274921594E+00 1.278613354E+00 1.282499711E+00
1.700000000E+01 1.318827038E+00 1.318931972E+00 1.319084712E+00 1.319306240E+00 1.319625855E+00 1.320083613E+00 1.320732487E+00 1.321639496E+00 1.322884178E+00 1.324552781E+00 1.326727063E+00 1.329468984E+00 1.332805457E+00 1.336719918E+00 1.341156679E+00 1.346038068E+00 1.351285461E+00 1.356832155E+00 1.362623686E+00
1.549996187E+01 1.175436782E+00 1.175935048E+00 1.176654872E+00 1.177687235E+00 1.179152328E+00 1.181200439E+00 1.184003015E+00 1.187725317E+00 1.192472558E+00 1.198212775E+00 1.204708459E+00 1.211520668E+00 1.218136233E+00 1.224170175E+00 1.229496382E+00 1.234210963E+00 1.238496567E+00 1.242631484E+00 1.246501616E+00
1.649996187E+01 1.283148704E+00 1.283233762E+00 1.283357516E+00 1.283536870E+00 1.283795384E+00 1.284165063E+00 1.284687994E+00 1.285416892E+00 1.286413478E+00 1.287743511E+00 1.289468190E+00 1.291633643E+00 1.294261947E+00 1.297347421E+00 1.300859838E+00 1.304754376E+00 1.308985137E+00 1.313516085E+00 1.318323276E+00
1.674996808E+01 1.299910354E+00 1.300003656E+00 1.300139428E+00 1.300336309E+00 1.300620266E+00 1.301026725E+00 1.301602476E+00 1.302406523E+00 1.303508668E+00 1.304984391E+00 1.306905438E+00 1.309327426E+00 1.312277959E+00 1.315750006E+00 1.319704413E+00 1.324082356E+00 1.328822717E+00 1.333874747E+00 1.339199640E+00
1.624993176E+01 1.267402974E+00 1.267488806E+00 1.267613559E+00 1.267794071E+00 1.268053647E+00 1.268423663E+00 1.268944682E+00 1.269666412E+00 1.270645035E+00 1.271937325E+00 1.273591755E+00 1.275639362E+00 1.278088199E+00 1.280923946E+00 1.284115959E+00 1.287626576E+00 1.291421457E+00 1.295477686E+00 1.299785267E+00
1.574996808E+01 1.225556094E+00 1.225756478E+00 1.226046174E+00 1.226462161E+00 1.227053649E+00 1.227882989E+00 1.229023412E+00 1.230550359E+00 1.232524193E+00 1.234965267E+00 1.237831771E+00 1.241018857E+00 1.244391707E+00 1.247837594E+00 1.251299481E+00 1.254771263E+00 1.258272884E+00 1.261832389E+00 1.265480278E+00
1.524993176E+01 1.046433301E+00 1.047664005E+00 1.049446691E+00 1.052013034E+00 1.055674585E+00 1.060830978E+00 1.067956667E+00 1.077540810E+00 1.089947805E+00 1.105183661E+00 1.122628905E+00 1.140935182E+00 1.158337289E+00 1.173362829E+00 1.185441229E+00 1.195034746E+00 1.202602729E+00 1.208931524E+00 1.214440154E+00
