fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L289 36480862.079 340.18 34.083 2.452546126E-01 1.555961708E-04 2.329207720E-05 1.823811535E-01 1.277207324E-04 6.103685275E-01 0.000000000E+00 
L290 36506611.847 340.05 34.096 2.465670077E-01 1.564522663E-04 2.348389201E-05 1.857514377E-01 1.264354121E-04 6.087700125E-01 0.000000000E+00 
L291 36527854.299 339.99 34.102 2.475734441E-01 1.574135187E-04 2.381552840E-05 1.867714281E-01 1.274978539E-04 6.111026071E-01 0.000000000E+00 
L292 36548622.811 339.93 34.108 2.477657839E-01 1.582197157E-04 2.392810595E-05 1.858713748E-01 1.287252865E-04 6.103885699E-01 0.000000000E+00 
L293 36569854.049 339.91 34.11 2.487372189E-01 1.591109313E-04 2.420239740E-05 1.862487692E-01 1.299449356E-04 6.115297587E-01 0.000000000E+00 
L294 36591015.1441 339.9 34.111 2.495053177E-01 1.598776489E-04 2.439930618E-05 1.880944993E-01 1.297106790E-04 6.116597708E-01 0.000000000E+00 
L295 36611855.598 339.87 34.114 2.488207921E-01 1.604403591E-04 2.443883651E-05 1.864685813E-01 1.310616471E-04 6.121815443E-01 0.000000000E+00 
L296 36632856.406 339.88 34.113 2.498549762E-01 1.611391047E-04 2.456893943E-05 1.885915348E-01 1.302823348E-04 6.102354874E-01 0.000000000E+00 
L297 36654138.797 339.88 34.113 2.500168454E-01 1.620852310E-04 2.477733168E-05 1.863310975E-01 1.329859726E-04 6.114230669E-01 0.000000000E+00 
L298 36674859.801 339.88 34.113 2.507232167E-01 1.628581636E-04 2.503224632E-05 1.883818991E-01 1.328879653E-04 6.130497777E-01 0.000000000E+00 
L299 36695851.936 339.88 34.113 2.505330475E-01 1.636592867E-04 2.510747117E-05 1.874484330E-01 1.339506485E-04 6.123465813E-01 0.000000000E+00 
L300 36716849.599 339.88 34.113 2.514256460E-01 1.646519254E-04 2.542371331E-05 1.891664728E-01 1.344012201E-04 6.141332260E-01 0.000000000E+00 
L301 36737851.074 339.9 34.111 2.520786510E-01 1.651150328E-04 2.550710082E-05 1.896399993E-01 1.345035560E-04 6.128277428E-01 0.000000000E+00 
L302 36758850.839 339.91 34.11 2.519975703E-01 1.656519614E-04 2.554342145E-05 1.885533817E-01 1.354780880E-04 6.119080028E-01 0.000000000E+00 
L303 36779621.555 339.91 34.11 2.529327198E-01 1.664964180E-04 2.586391495E-05 1.902193362E-01 1.359691121E-04 6.141639980E-01 0.000000000E+00 
