N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 340 1.500E-4 1.215193774E+00 1.263490747E+00
1.468000E+10 1.000E+17 340 1.500E-4 1.208180194E+00 1.264677226E+00
2.154000E+10 1.000E+17 340 1.500E-4 1.224616519E+00 1.265043652E+00
3.162000E+10 1.000E+17 340 1.500E-4 1.237838690E+00 1.265982103E+00
4.642000E+10 1.000E+17 340 1.500E-4 1.250628895E+00 1.269622933E+00
6.813000E+10 1.000E+17 340 1.500E-4 1.260350998E+00 1.273721081E+00
1.000000E+11 1.000E+17 340 1.500E-4 1.269790238E+00 1.278323167E+00
1.468000E+11 1.000E+17 340 1.500E-4 1.278339532E+00 1.284259333E+00
2.154000E+11 1.000E+17 340 1.500E-4 1.287848454E+00 1.291764612E+00
3.162000E+11 1.000E+17 340 1.500E-4 1.297890572E+00 1.300283387E+00
4.642000E+11 1.000E+17 340 1.500E-4 1.309674044E+00 1.311326573E+00
6.813000E+11 1.000E+17 340 1.500E-4 1.317763308E+00 1.318491628E+00
1.000000E+12 1.000E+17 340 1.500E-4 1.327179650E+00 1.327584495E+00
1.468000E+12 1.000E+17 340 1.500E-4 1.332634686E+00 1.332843645E+00
2.154000E+12 1.000E+17 340 1.500E-4 1.341255990E+00 1.341496578E+00
3.162000E+12 1.000E+17 340 1.500E-4 1.344878116E+00 1.345130429E+00
4.642000E+12 1.000E+17 340 1.500E-4 1.348580203E+00 1.348684822E+00
6.813000E+12 1.000E+17 340 1.500E-4 1.352653779E+00 1.352879847E+00
1.000000E+13 1.000E+17 340 1.500E-4 1.356505426E+00 1.356627347E+00
