0.000E+0 -0.330223462
1.000E-2 -0.33022278
2.000E-2 -0.330222093
3.000E-2 -0.330221401
4.000E-2 -0.330220704
5.000E-2 -0.330220001
6.000E-2 -0.330219288
7.000E-2 -0.330218564
8.000E-2 -0.330217825
9.000E-2 -0.330217066
1.000E-1 -0.33021628
1.100E-1 -0.330215456
1.200E-1 -0.330214577
1.300E-1 -0.33021362
1.400E-1 -0.330212551
1.500E-1 -0.33021132
1.600E-1 -0.330209855
1.700E-1 -0.330208048
1.800E-1 -0.330205743
1.900E-1 -0.330202715
2.000E-1 -0.33019863
2.100E-1 -0.330193002
2.200E-1 -0.330185122
2.300E-1 -0.33017395
2.400E-1 -0.33015797
2.500E-1 -0.330134962
2.600E-1 -0.330101685
2.700E-1 -0.330053396
2.800E-1 -0.329983165
2.900E-1 -0.329880862
3.000E-1 -0.329731675
3.100E-1 -0.329513953
3.200E-1 -0.329196045
3.300E-1 -0.32873168
3.400E-1 -0.328053218
3.500E-1 -0.327061776
3.600E-1 -0.325612803
3.700E-1 -0.32349498
3.800E-1 -0.320399393
3.900E-1 -0.315874451
4.000E-1 -0.309259993
4.100E-1 -0.299590968
4.200E-1 -0.285456633
4.300E-1 -0.264794743
4.400E-1 -0.234590728
4.500E-1 -0.190438031
4.600E-1 -0.125895576
4.700E-1 -0.0315489277
4.800E-1 0.106361259
