T nFsrh nFBsrh dnsrh nF nFB dn
290 1.159613824E+00 1.033922882E+0 1.256909420E-01 1.159613824E+00 1.033922882E+0 1.256909420E-01
295 1.156441397E+00 1.033156345E+0 1.232850520E-01 1.156441397E+00 1.033156345E+0 1.232850520E-01
300 1.161507548E+00 1.032440907E+0 1.290666410E-01 1.161507548E+00 1.032440907E+0 1.290666410E-01
305 1.165013117E+00 1.031772224E+0 1.332408930E-01 1.165013117E+00 1.031772224E+0 1.332408930E-01
310 1.164966632E+00 1.031146408E+0 1.338202240E-01 1.164966632E+00 1.031146408E+0 1.338202240E-01
315 1.143934465E+00 1.030559973E+0 1.133744920E-01 1.143934465E+00 1.030559973E+0 1.133744920E-01
320 1.128754999E+00 1.030009787E+0 9.874521200E-02 1.128754999E+00 1.030009787E+0 9.874521200E-02
325 1.110910269E+00 1.029493027E+0 8.141724200E-02 1.110910269E+00 1.029493027E+0 8.141724200E-02
330 1.086767266E+00 1.029007147E+0 5.776011900E-02 1.086767266E+00 1.029007147E+0 5.776011900E-02
335 1.018206912E+00 1.028549841E+0 -1.034292900E-02 1.018206912E+00 1.028549841E+0 -1.034292900E-02
340 1.006467381E+00 1.028119020E+0 -2.165163900E-02 1.006467381E+00 1.028119020E+0 -2.165163900E-02
