T nFsrh nFBsrh dnsrh nF nFB dn
290 1.159674906E+00 1.192747916E+0 -3.307301000E-02 1.159674906E+00 1.192747916E+0 -3.307301000E-02
295 1.157025687E+00 1.155674414E+0 1.351273000E-03 1.157025687E+00 1.155674414E+0 1.351273000E-03
300 1.161631647E+00 1.126434983E+0 3.519666400E-02 1.161631647E+00 1.126434983E+0 3.519666400E-02
305 1.165205185E+00 1.103267017E+0 6.193816800E-02 1.165205185E+00 1.103267017E+0 6.193816800E-02
310 1.166008893E+00 1.084817742E+0 8.119115100E-02 1.166008893E+00 1.084817742E+0 8.119115100E-02
315 1.145242500E+00 1.070049447E+0 7.519305300E-02 1.145242500E+00 1.070049447E+0 7.519305300E-02
320 1.129151528E+00 1.058165026E+0 7.098650200E-02 1.129151528E+00 1.058165026E+0 7.098650200E-02
325 1.112434756E+00 1.048550589E+0 6.388416700E-02 1.112434756E+00 1.048550589E+0 6.388416700E-02
330 1.088633437E+00 1.040731696E+0 4.790174100E-02 1.088633437E+00 1.040731696E+0 4.790174100E-02
335 1.024594746E+00 1.034340195E+0 -9.745449000E-03 1.024594746E+00 1.034340195E+0 -9.745449000E-03
340 1.006531125E+00 1.029089145E+0 -2.255802000E-02 1.006531125E+00 1.029089145E+0 -2.255802000E-02
