fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 50144 339.97 34.104 1.000000000E+00 6.786764390E-01 1.000843752E-08 6.082908551E+06 1.219659104E+00 1.805375710E-07 1.699613220E-02 
00D2 50256 339.99 34.102 1.000000000E+00 6.706332182E-01 9.585189370E-09 4.414925769E+06 1.215601394E+00 1.780969159E-07 4.176336644E-03 
00D3 50348 340.01 34.1 1.000000000E+00 6.916309144E-01 1.075479799E-08 4.745391784E+06 1.222552243E+00 1.795011882E-07 6.529278062E-03 
00D4 50440 340.01 34.1 1.000000000E+00 6.770601384E-01 9.762269897E-09 4.027953140E+06 1.216041141E+00 1.773102166E-07 1.156588213E-02 
00D5 50528 340 34.101 1.000000000E+00 6.697587944E-01 9.501470781E-09 3.066078821E+06 1.214484020E+00 1.765963614E-07 6.250016501E-03 
00D6 50618 340 34.101 1.000000000E+00 6.812366807E-01 9.943617175E-09 5.243389806E+06 1.218034632E+00 1.783888019E-07 6.679492744E-03 
00D7 50716 339.99 34.102 1.000000000E+00 7.814706623E-01 1.233978873E-08 4.954410734E+06 1.221399968E+00 1.750492826E-07 1.721206481E-03 
00D8 50836 339.87 34.114 1.000000000E+00 7.737117676E-01 1.168106939E-08 5.624862141E+06 1.220272373E+00 1.734200326E-07 8.840220168E-03 
00D9 50920 339.92 34.109 1.000000000E+00 7.653849636E-01 1.156669488E-08 5.659175604E+06 1.220805154E+00 1.751083507E-07 7.653899978E-03 
0D10 51014 339.99 34.102 1.000000000E+00 7.629796519E-01 1.130156971E-08 5.869406682E+06 1.218931094E+00 1.756656987E-07 5.439804242E-03 
0D11 51100 340.02 34.099 1.000000000E+00 7.700319241E-01 1.216887298E-08 2.579031354E+07 1.225949278E+00 1.787717427E-07 9.114780311E-03 
0D12 51194 340.02 34.099 1.000000000E+00 7.443502510E-01 9.184498984E-09 1.335602574E+06 1.204013462E+00 1.701449906E-07 1.180655782E-02 
