N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+16 290 2.400E-4 1.232345059E+00 1.241243743E+00
1.468000E+10 1.000E+16 290 2.400E-4 1.234712787E+00 1.241336534E+00
2.154000E+10 1.000E+16 290 2.400E-4 1.236624947E+00 1.241471714E+00
3.162000E+10 1.000E+16 290 2.400E-4 1.238169177E+00 1.241668165E+00
4.642000E+10 1.000E+16 290 2.400E-4 1.239449159E+00 1.241952494E+00
6.813000E+10 1.000E+16 290 2.400E-4 1.240577996E+00 1.242361561E+00
1.000000E+11 1.000E+16 290 2.400E-4 1.241673256E+00 1.242945126E+00
1.468000E+11 1.000E+16 290 2.400E-4 1.242855396E+00 1.243767954E+00
2.154000E+11 1.000E+16 290 2.400E-4 1.244247654E+00 1.244910057E+00
3.162000E+11 1.000E+16 290 2.400E-4 1.245974051E+00 1.246463193E+00
4.642000E+11 1.000E+16 290 2.400E-4 1.248152344E+00 1.248521650E+00
6.813000E+11 1.000E+16 290 2.400E-4 1.250880334E+00 1.251166372E+00
1.000000E+12 1.000E+16 290 2.400E-4 1.254217297E+00 1.254444680E+00
1.468000E+12 1.000E+16 290 2.400E-4 1.258188852E+00 1.258374182E+00
2.154000E+12 1.000E+16 290 2.400E-4 1.262731116E+00 1.262884501E+00
3.162000E+12 1.000E+16 290 2.400E-4 1.267750335E+00 1.267878812E+00
4.642000E+12 1.000E+16 290 2.400E-4 1.273122839E+00 1.273231050E+00
6.813000E+12 1.000E+16 290 2.400E-4 1.278790557E+00 1.278881398E+00
1.000000E+13 1.000E+16 290 2.400E-4 1.284683626E+00 1.284759685E+00
