N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 3.779850000E-03 2.670795000E-03 1.865363000E-03 1.291449000E-03 8.880620000E-04 6.072760000E-04 4.131790000E-04 2.796840000E-04 1.882370000E-04 1.258370000E-04 8.345700000E-05 5.488300000E-05 3.584600000E-05 2.340800000E-05 1.551300000E-05 1.068500000E-05 7.836000000E-06 6.175000000E-06 5.178000000E-06
1.600000000E+01 1.622746000E-02 1.137118100E-02 7.910402000E-03 5.471724000E-03 3.768295000E-03 2.586555000E-03 1.771156000E-03 1.210964000E-03 8.275290000E-04 5.660140000E-04 3.883520000E-04 2.681080000E-04 1.869910000E-04 1.323320000E-04 9.544500000E-05 7.039300000E-05 5.329000000E-05 4.150700000E-05 3.326000000E-05
1.700000000E+01 9.193733700E-02 6.995149000E-02 5.246889400E-02 3.900273400E-02 2.882468400E-02 2.120013400E-02 1.550835100E-02 1.127273900E-02 8.141131000E-03 5.850838000E-03 4.199284000E-03 3.026271000E-03 2.204573000E-03 1.634508000E-03 1.239802000E-03 9.639780000E-04 7.669230000E-04 6.215440000E-04 5.103380000E-04
1.549996187E+01 2.272798000E-03 1.661317000E-03 1.191993000E-03 8.436740000E-04 5.915600000E-04 4.123820000E-04 2.866980000E-04 1.993640000E-04 -2.058040000E-04 -1.372670000E-04 -8.867900000E-05 -5.381600000E-05 -2.870100000E-05 -1.111900000E-05 2.600000002E-07 6.538000000E-06 9.134000000E-06 9.511000000E-06 8.844000000E-06
1.649996187E+01 4.279344500E-02 3.117241100E-02 2.247439400E-02 1.606310100E-02 1.138945400E-02 8.015185000E-03 5.602318000E-03 3.893661000E-03 2.695033000E-03 1.861586000E-03 1.286800000E-03 8.935390000E-04 6.265850000E-04 4.466980000E-04 3.261230000E-04 2.453170000E-04 1.906500000E-04 1.528100000E-04 1.256510000E-04
1.674996808E+01 6.386650000E-02 4.749288200E-02 3.491228500E-02 2.544708600E-02 1.841335300E-02 1.322723400E-02 9.430469000E-03 6.674912000E-03 4.696219000E-03 3.292102000E-03 2.307694000E-03 1.625595000E-03 1.158041000E-03 8.403360000E-04 6.253300000E-04 4.791930000E-04 3.781560000E-04 3.061240000E-04 2.526490000E-04
1.624993176E+01 2.769931800E-02 1.978455400E-02 1.399980100E-02 9.827994000E-03 6.852246000E-03 4.749928000E-03 3.277238000E-03 2.253157000E-03 1.545571000E-03 1.059365000E-03 7.270580000E-04 5.010960000E-04 3.483250000E-04 2.455590000E-04 1.767300000E-04 1.306720000E-04 9.972800000E-05 7.863500000E-05 6.388100000E-05
1.574996808E+01 6.135628000E-03 4.175978000E-03 2.837163000E-03 1.927093000E-03 1.309804000E-03 8.913580000E-04 6.077240000E-04 4.156280000E-04 2.857470000E-04 1.982150000E-04 1.395260000E-04 1.003710000E-04 7.418500000E-05 5.638100000E-05 4.377000000E-05 3.441400000E-05 2.725900000E-05 2.176900000E-05 1.762300000E-05
1.524993176E+01 2.260310000E-03 1.613851000E-03 1.136480000E-03 7.922110000E-04 5.481640000E-04 3.772770000E-04 2.586680000E-04 1.768690000E-04 1.207430000E-04 8.241300000E-05 5.637800000E-05 3.882700000E-05 2.712600000E-05 1.944600000E-05 1.450600000E-05 1.138800000E-05 -7.609000000E-06 -8.850000000E-07 2.305000000E-06
