N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 2.443070000E-03 1.702092000E-03 1.174946000E-03 8.048930000E-04 5.475970000E-04 3.699610000E-04 2.480140000E-04 1.647510000E-04 1.082760000E-04 7.035000000E-05 4.528200000E-05 2.912100000E-05 1.905700000E-05 1.304100000E-05 9.555000000E-06 7.536000000E-06 6.309000000E-06 5.491000000E-06 4.888000000E-06
1.600000000E+01 1.450739800E-02 1.010832100E-02 6.993441000E-03 4.813612000E-03 3.301057000E-03 2.258237000E-03 1.542891000E-03 1.054395000E-03 7.221720000E-04 4.970050000E-04 3.446740000E-04 2.414620000E-04 1.712400000E-04 1.232350000E-04 9.031600000E-05 6.773500000E-05 5.216100000E-05 4.128600000E-05 3.352400000E-05
1.700000000E+01 1.015347450E-01 7.730403200E-02 5.758187000E-02 4.219139200E-02 3.053680300E-02 2.188961700E-02 1.556501600E-02 1.099423100E-02 7.731908000E-03 5.436292000E-03 3.845193000E-03 2.757391000E-03 2.019776000E-03 1.518829000E-03 1.173676000E-03 9.294710000E-04 7.506400000E-04 6.148250000E-04 5.081740000E-04
1.549996187E+01 1.217540000E-03 8.732920000E-04 6.180600000E-04 4.334820000E-04 3.024130000E-04 2.105700000E-04 1.468550000E-04 1.030070000E-04 7.306200000E-05 -1.414590000E-04 -7.804400000E-05 -3.406500000E-05 -6.072000000E-06 9.187000000E-06 1.558500000E-05 1.690000000E-05 1.588200000E-05 1.409000000E-05 1.222300000E-05
1.649996187E+01 4.486497200E-02 3.241480900E-02 2.309226700E-02 1.626516400E-02 1.134818300E-02 7.853507000E-03 5.397465000E-03 3.688703000E-03 2.511275000E-03 1.707892000E-03 1.165399000E-03 8.029310000E-04 5.630070000E-04 4.050860000E-04 3.008910000E-04 2.312520000E-04 1.834900000E-04 1.495450000E-04 1.243820000E-04
1.674996808E+01 6.931960100E-02 5.130840800E-02 3.731136900E-02 2.676010000E-02 1.897675400E-02 1.332632200E-02 9.277941000E-03 6.413065000E-03 4.411149000E-03 3.030822000E-03 2.092166000E-03 1.462215000E-03 1.043674000E-03 7.664090000E-04 5.812030000E-04 4.548070000E-04 3.656170000E-04 3.001030000E-04 2.499240000E-04
1.624993176E+01 2.731445300E-02 1.934528500E-02 1.355434400E-02 9.416242000E-03 6.496753000E-03 4.457559000E-03 3.044769000E-03 2.072718000E-03 1.408257000E-03 9.569740000E-04 6.525390000E-04 4.484940000E-04 3.125400000E-04 2.223250000E-04 1.625040000E-04 1.225800000E-04 9.551500000E-05 7.668300000E-05 6.312600000E-05
1.574996808E+01 3.721718000E-03 2.528833000E-03 1.720683000E-03 1.174805000E-03 8.065230000E-04 5.582860000E-04 3.912460000E-04 2.792580000E-04 2.044500000E-04 1.543580000E-04 1.200250000E-04 9.521500000E-05 7.596200000E-05 6.025300000E-05 4.738500000E-05 3.714400000E-05 2.929900000E-05 2.340800000E-05 1.902600000E-05
1.524993176E+01 1.356606000E-03 9.535160000E-04 6.631590000E-04 4.575330000E-04 3.136980000E-04 2.139990000E-04 1.453960000E-04 9.851000000E-05 6.671700000E-05 4.539000000E-05 3.129800000E-05 2.217500000E-05 1.640900000E-05 1.284000000E-05 1.064500000E-05 9.268000000E-06 5.085000000E-06 7.488000000E-06 8.218000000E-06
