N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.193952635E+00 1.181651492E+00 1.157027764E+00 1.107144116E+00 1.017959385E+00 1.013137448E+00 1.014802617E+00 1.018621927E+00 1.025443193E+00 1.036318702E+00 1.052261259E+00
1.600000000E+01 1.245004579E+00 1.246561749E+00 1.248555677E+00 1.250750900E+00 1.252523719E+00 1.253337523E+00 1.252391211E+00 1.248085748E+00 1.238367621E+00 1.219474464E+00 1.186082769E+00
1.700000000E+01 1.308306477E+00 1.308396838E+00 1.309564789E+00 1.311831795E+00 1.314723312E+00 1.318350625E+00 1.322372276E+00 1.326393912E+00 1.330451041E+00 1.333789970E+00 1.336317553E+00
1.549996187E+01 1.222531448E+00 1.223152137E+00 1.222898349E+00 1.220310096E+00 1.213047053E+00 1.196549026E+00 1.163809085E+00 1.105334664E+00 1.012179773E+00 1.009199448E+00 1.010144453E+00
1.649996187E+01 1.274261745E+00 1.275117373E+00 1.276882400E+00 1.279330478E+00 1.282165510E+00 1.285257718E+00 1.288255615E+00 1.290548353E+00 1.291992380E+00 1.291908391E+00 1.289648064E+00
1.674996808E+01 1.290614089E+00 1.291085934E+00 1.292608318E+00 1.295020594E+00 1.298067694E+00 1.301215949E+00 1.304775972E+00 1.308103524E+00 1.311075642E+00 1.313330338E+00 1.314239416E+00
1.624993176E+01 1.259231408E+00 1.260623412E+00 1.262641572E+00 1.265096111E+00 1.267643816E+00 1.269519175E+00 1.271252848E+00 1.271755907E+00 1.270044346E+00 1.265135029E+00 1.253317486E+00
1.574996808E+01 1.233603657E+00 1.234981149E+00 1.236447360E+00 1.237452560E+00 1.237114188E+00 1.233717298E+00 1.224969909E+00 1.206623680E+00 1.172708823E+00 1.114826735E+00 1.026167190E+00
1.524993176E+01 1.210701238E+00 1.208697723E+00 1.202814543E+00 1.188825089E+00 1.159412591E+00 1.103562490E+00 1.010889640E+00 1.011012113E+00 1.012333355E+00 1.015241906E+00 1.020317375E+00
