fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 7:32 299.3 38.74 1.000E+000 4.696E+000 5.268E-006 6.929E+002 2.576E+000 3.650E-008 1.529E-003 
00T2 7:57 302.9 38.28 1.000E+000 4.737E+000 4.959E-006 7.102E+002 2.573E+000 3.912E-008 4.391E-004 
00T3 8:17 305.7 37.93 1.000E+000 4.737E+000 4.418E-006 7.235E+002 2.578E+000 4.119E-008 2.656E-003 
00T4 8:35 308.3 37.61 1.000E+000 4.723E+000 4.359E-006 7.355E+002 2.571E+000 4.418E-008 8.393E-004 
00T5 8:55 311 37.28 1.000E+000 4.552E+000 4.675E-006 7.478E+002 2.497E+000 5.368E-008 8.825E-004 
00T6 9:14 313.8 36.95 1.000E+000 4.571E+000 4.369E-006 7.600E+002 2.518E+000 5.426E-008 4.865E-004 
00T7 9:33 316.8 36.6 1.000E+000 4.851E+000 4.439E-006 7.724E+002 2.507E+000 5.893E-008 5.725E-004 
00T8 10:1 319.2 36.32 1.000E+000 5.894E+000 4.390E-006 7.819E+002 2.503E+000 6.170E-008 2.035E-003 
00T9 10:19 322.5 35.95 1.000E+000 7.165E+000 4.422E-006 7.940E+002 2.470E+000 7.015E-008 3.588E-004 
0T10 10:39 325.5 35.62 1.000E+000 5.961E+000 4.628E-006 8.040E+002 2.446E+000 7.673E-008 5.645E-004 
0T11 11:10 328.4 35.31 1.000E+000 7.614E+000 4.055E-006 8.126E+002 2.456E+000 7.976E-008 5.958E-004 
0T12 11:30 331.6 34.96 1.000E+000 6.677E+000 4.199E-006 8.208E+002 2.455E+000 8.492E-008 1.339E-003 
0T13 11:46 333.5 34.77 1.000E+000 6.474E+000 4.284E-006 8.250E+002 2.428E+000 9.154E-008 5.774E-004 
