N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 -3.693120000E-04 -1.329708400E-02 -4.117395800E-02 -9.520285700E-02 -1.676548670E-01 -1.426225900E-01 -8.329014800E-02 8.928093000E-03 1.648074200E-02 2.637215600E-02 3.864838800E-02
1.600000000E+01 3.286336200E-02 3.201043500E-02 3.142161900E-02 3.120693500E-02 3.038810900E-02 2.880570200E-02 2.600906500E-02 1.969479400E-02 7.751012000E-03 -1.319762200E-02 -4.985607700E-02
1.700000000E+01 5.918961700E-02 5.782117800E-02 5.729307200E-02 5.815729200E-02 5.965526800E-02 6.218433700E-02 6.635665200E-02 7.079771200E-02 7.545674200E-02 8.209776400E-02 8.818169100E-02
1.549996187E+01 2.141092600E-02 2.027287500E-02 1.806102000E-02 1.276310400E-02 2.132052000E-03 -1.815016300E-02 -5.581111100E-02 -1.190307650E-01 -1.838385930E-01 -1.552155600E-01 -9.495977500E-02
1.649996187E+01 5.525023600E-02 5.344092700E-02 5.273225100E-02 5.232989800E-02 5.256482000E-02 5.383180100E-02 5.500904500E-02 5.628407400E-02 5.816104900E-02 5.854243000E-02 5.734987400E-02
1.674996808E+01 5.998590900E-02 5.834813100E-02 5.785998200E-02 5.784995500E-02 5.869521400E-02 6.085985200E-02 6.331862200E-02 6.629293600E-02 7.052082000E-02 7.399461300E-02 7.726931200E-02
1.624993176E+01 4.392853300E-02 4.245423300E-02 4.142980400E-02 4.125231900E-02 4.111143800E-02 4.106143200E-02 4.139917900E-02 4.035417700E-02 3.772294800E-02 3.289230200E-02 2.200256100E-02
1.574996808E+01 2.661908300E-02 2.645713200E-02 2.567636400E-02 2.415741400E-02 2.063521400E-02 1.481010900E-02 3.270908000E-03 -1.893379800E-02 -5.697016900E-02 -1.202848590E-01 -1.928118420E-01
1.524993176E+01 1.341377000E-02 9.925013000E-03 1.585820000E-03 -1.580526300E-02 -4.981878300E-02 -1.103756600E-01 -1.756559790E-01 -1.474316260E-01 -8.503992200E-02 8.243426000E-03 1.392421800E-02
