N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -9.751468200E-02 -1.123872130E-01 -1.265486310E-01 -1.408866590E-01
1.600000000E+01 3.173657500E-02 3.168007400E-02 3.123356300E-02 3.096808000E-02
1.700000000E+01 7.885040600E-02 7.841955300E-02 7.703445400E-02 7.746011500E-02
1.549996187E+01 1.319866700E-02 1.069497300E-02 9.890458000E-03 8.477499000E-03
1.649996187E+01 5.784799200E-02 5.756086000E-02 5.781076700E-02 5.820747200E-02
1.674996808E+01 7.027199300E-02 6.881828200E-02 6.952744300E-02 6.990454000E-02
1.624993176E+01 4.324836800E-02 4.338473400E-02 4.363591300E-02 4.390052700E-02
1.574996808E+01 2.396160600E-02 2.356626700E-02 2.237643200E-02 2.256990000E-02
1.524993176E+01 -1.666631200E-02 -2.192548900E-02 -2.664650800E-02 -3.139233200E-02
