N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.290720000E-04 1.777350000E-04 1.438790000E-04 1.202200000E-04
1.600000000E+01 2.235670000E-03 2.049042000E-03 1.927440000E-03 1.845088000E-03
1.700000000E+01 1.898840500E-02 1.800257300E-02 1.741097600E-02 1.704487200E-02
1.549996187E+01 5.722440000E-04 5.096210000E-04 4.658980000E-04 4.306290000E-04
1.649996187E+01 6.787832000E-03 6.243165000E-03 5.916434000E-03 5.703278000E-03
1.674996808E+01 1.157716200E-02 1.078759400E-02 1.030526200E-02 1.000139400E-02
1.624993176E+01 3.908442000E-03 3.574450000E-03 3.369724000E-03 3.234602000E-03
1.574996808E+01 1.245094000E-03 1.138578000E-03 1.066500000E-03 1.017750000E-03
1.524993176E+01 -3.663800000E-05 -6.417600000E-05 -8.744700000E-05 -1.070700000E-04
