T d154 d184 d214 d244
d 150 180 210 240
290 1.060476000E-03 8.751000000E-04 7.397790000E-04 6.515020000E-04
295 9.780190000E-04 8.265940000E-04 7.141580000E-04 6.289910000E-04
300 9.504830000E-04 8.415210000E-04 7.438420000E-04 6.490010000E-04
305 9.500180000E-04 8.587470000E-04 8.002630000E-04 6.992860000E-04
310 9.809050000E-04 8.674280000E-04 8.674710000E-04 8.050980000E-04
315 1.031280000E-03 9.361960000E-04 9.442660000E-04 9.129030000E-04
320 1.131686000E-03 1.049136000E-03 9.933690000E-04 1.017619000E-03
325 1.264279000E-03 1.188050000E-03 1.135610000E-03 1.128372000E-03
330 1.406843000E-03 1.333241000E-03 1.279501000E-03 1.235869000E-03
335 1.554764000E-03 1.466987000E-03 1.405578000E-03 1.351896000E-03
340 1.669010000E-03 1.507887000E-03 1.422788000E-03 1.350053000E-03
