T d154 d184 d214 d244
d 150 180 210 240
290 2.423227000E-03 2.317543000E-03 2.258293000E-03 2.220626000E-03
295 2.459754000E-03 2.363004000E-03 2.358752000E-03 2.313654000E-03
300 2.625010000E-03 2.546933000E-03 2.504601000E-03 3.576534000E-03
305 3.032942000E-03 2.807433000E-03 2.779211000E-03 4.104715000E-03
310 3.538093000E-03 3.283862000E-03 3.255733000E-03 4.648713000E-03
315 4.187109000E-03 3.924546000E-03 3.903939000E-03 3.878189000E-03
320 4.949897000E-03 4.816053000E-03 4.638682000E-03 4.621502000E-03
325 5.728548000E-03 5.816793000E-03 5.604792000E-03 5.584686000E-03
330 6.797629000E-03 6.761857000E-03 6.712449000E-03 6.682153000E-03
335 7.957706000E-03 7.901743000E-03 7.825822000E-03 7.780594000E-03
340 9.324334000E-03 9.229405000E-03 9.387282000E-03 9.043764000E-03
