T d154 d184 d214 d244
d 150 180 210 240
290 1.222436000E-03 1.026589000E-03 8.929400000E-04 8.020410000E-04
295 1.186254000E-03 1.006776000E-03 9.042290000E-04 8.157820000E-04
300 1.180425000E-03 1.021637000E-03 9.539450000E-04 8.624220000E-04
305 1.198555000E-03 1.050177000E-03 1.032546000E-03 9.508420000E-04
310 1.347141000E-03 1.145435000E-03 1.071558000E-03 1.106782000E-03
315 1.514072000E-03 1.285443000E-03 1.221595000E-03 1.255831000E-03
320 1.672392000E-03 1.453483000E-03 1.399071000E-03 1.360611000E-03
325 1.765297000E-03 1.685628000E-03 1.634811000E-03 1.596027000E-03
330 2.040678000E-03 1.958236000E-03 1.906814000E-03 1.865438000E-03
335 2.333869000E-03 2.242244000E-03 2.180653000E-03 2.132112000E-03
340 2.659849000E-03 2.547256000E-03 2.462760000E-03 2.398257000E-03
