N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 4.406549000E-02 4.558674600E-02 4.797140100E-02 5.029975700E-02 5.280460700E-02 5.594841500E-02 5.835533800E-02 6.025699200E-02 6.233301600E-02 6.263679100E-02 6.176021900E-02
1.016672606E+01 4.629873000E-02 4.747276700E-02 4.967741400E-02 5.196445100E-02 5.460779700E-02 5.812210400E-02 6.107830700E-02 6.373203700E-02 6.683789100E-02 6.822016600E-02 6.846392000E-02
1.033324570E+01 4.889640900E-02 4.959473100E-02 5.146164400E-02 5.353673100E-02 5.612733400E-02 5.978077500E-02 6.305293800E-02 6.622009400E-02 7.098723400E-02 7.237016600E-02 7.362191300E-02
1.049996187E+01 5.170359500E-02 5.185534100E-02 5.327331600E-02 5.500829000E-02 5.739302800E-02 6.098765100E-02 6.436883000E-02 6.782272300E-02 7.270375000E-02 7.512986000E-02 7.719293200E-02
1.066670514E+01 5.446325800E-02 5.406038400E-02 5.497262900E-02 5.628815900E-02 5.835778600E-02 6.173648600E-02 6.505721400E-02 6.860297400E-02 7.344026300E-02 7.658591700E-02 7.924077800E-02
1.083333839E+01 5.687715200E-02 5.598208200E-02 5.638333700E-02 5.724622800E-02 5.893354700E-02 6.197961200E-02 6.510769100E-02 6.858582400E-02 7.339009100E-02 7.682148700E-02 7.986075300E-02
1.100000000E+01 5.875338900E-02 5.743757600E-02 5.736311300E-02 5.777622400E-02 5.904751900E-02 6.167921500E-02 6.451251600E-02 6.779297000E-02 7.233449200E-02 7.591835100E-02 7.915777600E-02
1.116672606E+01 5.998590900E-02 5.834813100E-02 5.785998200E-02 5.784995500E-02 5.869521400E-02 6.085985200E-02 6.331862200E-02 6.629293600E-02 7.052082000E-02 7.399461300E-02 7.726931200E-02
1.133324570E+01 6.059800000E-02 5.875822300E-02 5.793271700E-02 5.754026600E-02 5.796652500E-02 5.963797400E-02 6.166230200E-02 6.424089100E-02 6.802845100E-02 7.125119100E-02 7.441048700E-02
1.149996187E+01 6.078821800E-02 5.880738600E-02 5.773277600E-02 5.700617900E-02 5.703466400E-02 5.821357600E-02 5.976697200E-02 6.188465800E-02 6.514159500E-02 6.799454800E-02 7.090401900E-02
1.166670514E+01 6.076828800E-02 5.872371700E-02 5.746125800E-02 5.645090000E-02 5.611435800E-02 5.682648600E-02 5.790060600E-02 5.952482400E-02 6.220644900E-02 6.460593500E-02 6.715973800E-02
1.183333839E+01 6.075414800E-02 5.870181400E-02 5.731735500E-02 5.607089300E-02 5.540867900E-02 5.569762100E-02 5.631054200E-02 5.744331100E-02 5.955154600E-02 6.145928900E-02 6.359358300E-02
1.200000000E+01 6.092591200E-02 5.890671900E-02 5.745048300E-02 5.601123100E-02 5.506423900E-02 5.498095400E-02 5.516784900E-02 5.583708400E-02 5.740848600E-02 5.882828200E-02 6.052369600E-02
1.216672606E+01 6.136411100E-02 5.940757100E-02 5.792577700E-02 5.633620900E-02 5.514575800E-02 5.474136700E-02 5.454375100E-02 5.478909800E-02 5.587557500E-02 5.683707800E-02 5.810619000E-02
1.233324570E+01 6.201035100E-02 6.016867500E-02 5.871370300E-02 5.702164800E-02 5.563297300E-02 5.495844500E-02 5.441895800E-02 5.428162600E-02 5.493513900E-02 5.547553600E-02 5.634452000E-02
1.249996187E+01 6.276155200E-02 6.109017300E-02 5.970983200E-02 5.797230600E-02 5.643875200E-02 5.554895400E-02 5.471268500E-02 5.423346600E-02 5.450098900E-02 5.465500400E-02 5.515046300E-02
1.266670514E+01 6.347045800E-02 6.200605400E-02 6.077721300E-02 5.905873400E-02 5.744234200E-02 5.639894900E-02 5.531674900E-02 5.453913800E-02 5.446550700E-02 5.426494900E-02 5.441065000E-02
1.283333839E+01 6.399842900E-02 6.281397300E-02 6.178823900E-02 6.015163400E-02 5.852065400E-02 5.739177000E-02 5.612458600E-02 5.509718100E-02 5.472957800E-02 5.420720600E-02 5.402681000E-02
1.300000000E+01 6.428802200E-02 6.340154400E-02 6.264174500E-02 6.114885800E-02 5.955027700E-02 5.841616900E-02 5.700583000E-02 5.580236500E-02 5.518590100E-02 5.439787500E-02 5.390961800E-02
