fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_305 001_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.013945269E-15 1.000000000E+20 1.214120836E+00 1.497922506E-15 3.059720200E-03 
001_305_SRH 001_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.179104577E-15 1.000000000E+20 1.217839971E+00 1.484909114E-15 3.806947241E-03 
002_305 002_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 5.489070660E-15 1.000000000E+20 1.215352355E+00 2.192238962E-15 3.275316369E-03 
002_305_SRH 002_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.655139755E-15 1.000000000E+20 1.217943056E+00 2.179331089E-15 3.819016486E-03 
003_305 003_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 7.641608793E-15 1.000000000E+20 1.216297714E+00 3.211168839E-15 3.447155156E-03 
003_305_SRH 003_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.808957812E-15 1.000000000E+20 1.218092823E+00 3.198357024E-15 3.836696274E-03 
004_305 004_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.077413377E-14 1.000000000E+20 1.217070332E+00 4.706278684E-15 3.586305141E-03 
004_305_SRH 004_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 9.943305497E-15 1.000000000E+20 1.218309405E+00 4.693562735E-15 3.862568245E-03 
005_305 005_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.531497272E-14 1.000000000E+20 1.217767339E+00 6.899745975E-15 3.705505551E-03 
005_305_SRH 005_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.448675203E-14 1.000000000E+20 1.218620517E+00 6.887136579E-15 3.900373002E-03 
006_305 006_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.186029697E-14 1.000000000E+20 1.218476325E+00 1.011709402E-14 3.818172105E-03 
006_305_SRH 006_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.103580090E-14 1.000000000E+20 1.219063175E+00 1.010461473E-14 3.955489174E-03 
007_305 007_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.121953491E-14 1.000000000E+20 1.219280711E+00 1.483497709E-14 3.938478754E-03 
007_305_SRH 007_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.040032110E-14 1.000000000E+20 1.219684506E+00 1.482266694E-14 4.035568013E-03 
008_305 008_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.445224357E-14 1.000000000E+20 1.220262016E+00 2.175088943E-14 4.082115259E-03 
008_305_SRH 008_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.364042764E-14 1.000000000E+20 1.220540415E+00 2.173880551E-14 4.151310274E-03 
009_305 009_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.287262605E-14 1.000000000E+20 1.221497169E+00 3.188488267E-14 4.267346390E-03 
009_305_SRH 009_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.207097690E-14 1.000000000E+20 1.221689911E+00 3.187310407E-14 4.317305370E-03 
010_305 010_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 8.798496628E-14 1.000000000E+20 1.223049239E+00 4.672827609E-14 4.515978451E-03 
010_305_SRH 010_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 8.719692298E-14 1.000000000E+20 1.223183629E+00 4.671690562E-14 4.552722571E-03 
011_305 011_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.213127918E-13 1.000000000E+20 1.224952981E+00 6.846189320E-14 4.853845837E-03 
