N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 325 1.800E-4 1.023926849E+00 1.025999223E+00
1.468000E+10 3.162E+15 325 1.800E-4 1.024800226E+00 1.026272199E+00
2.154000E+10 3.162E+15 325 1.800E-4 1.025628006E+00 1.026670103E+00
3.162000E+10 3.162E+15 325 1.800E-4 1.026508890E+00 1.027248264E+00
4.642000E+10 3.162E+15 325 1.800E-4 1.027555965E+00 1.028084382E+00
6.813000E+10 3.162E+15 325 1.800E-4 1.028903047E+00 1.029285470E+00
1.000000E+11 3.162E+15 325 1.800E-4 1.030712176E+00 1.030993944E+00
1.468000E+11 3.162E+15 325 1.800E-4 1.033177654E+00 1.033389969E+00
2.154000E+11 3.162E+15 325 1.800E-4 1.036519197E+00 1.036683430E+00
3.162000E+11 3.162E+15 325 1.800E-4 1.040954145E+00 1.041084754E+00
4.642000E+11 3.162E+15 325 1.800E-4 1.046637247E+00 1.046743820E+00
6.813000E+11 3.162E+15 325 1.800E-4 1.053568041E+00 1.053656777E+00
1.000000E+12 3.162E+15 325 1.800E-4 1.061498270E+00 1.061572991E+00
1.468000E+12 3.162E+15 325 1.800E-4 1.069913498E+00 1.069976464E+00
2.154000E+12 3.162E+15 325 1.800E-4 1.078162301E+00 1.078214994E+00
3.162000E+12 3.162E+15 325 1.800E-4 1.085696743E+00 1.085740216E+00
4.642000E+12 3.162E+15 325 1.800E-4 1.092251153E+00 1.092286508E+00
6.813000E+12 3.162E+15 325 1.800E-4 1.097822891E+00 1.097851379E+00
1.000000E+13 3.162E+15 325 1.800E-4 1.102523273E+00 1.102546094E+00
