N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 325 1.800E-4 1.062729197E+00 1.062565788E+00
1.468000E+10 3.162E+15 325 1.800E-4 1.063686423E+00 1.063510302E+00
2.154000E+10 3.162E+15 325 1.800E-4 1.065035476E+00 1.064882666E+00
3.162000E+10 3.162E+15 325 1.800E-4 1.066986768E+00 1.066867294E+00
4.642000E+10 3.162E+15 325 1.800E-4 1.069805166E+00 1.069717612E+00
6.813000E+10 3.162E+15 325 1.800E-4 1.073831253E+00 1.073770352E+00
1.000000E+11 3.162E+15 325 1.800E-4 1.079489259E+00 1.079449262E+00
1.468000E+11 3.162E+15 325 1.800E-4 1.087265195E+00 1.087241223E+00
2.154000E+11 3.162E+15 325 1.800E-4 1.097627988E+00 1.097616331E+00
3.162000E+11 3.162E+15 325 1.800E-4 1.110863555E+00 1.110861518E+00
4.642000E+11 3.162E+15 325 1.800E-4 1.126822551E+00 1.126828097E+00
6.813000E+11 3.162E+15 325 1.800E-4 1.144678776E+00 1.144690100E+00
1.000000E+12 3.162E+15 325 1.800E-4 1.162927143E+00 1.162942361E+00
1.468000E+12 3.162E+15 325 1.800E-4 1.179828577E+00 1.179845657E+00
2.154000E+12 3.162E+15 325 1.800E-4 1.194141782E+00 1.194158862E+00
3.162000E+12 3.162E+15 325 1.800E-4 1.205526602E+00 1.205542343E+00
4.642000E+12 3.162E+15 325 1.800E-4 1.214554094E+00 1.214567864E+00
6.813000E+12 3.162E+15 325 1.800E-4 1.221889651E+00 1.221901368E+00
1.000000E+13 3.162E+15 325 1.800E-4 1.228103907E+00 1.228113821E+00
