fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
DARK1 47528 300.05 38.641 1.000000000E+00 1.322707424E+00 2.416264803E-12 1.000000000E+20 4.010282760E+00 2.478361216E-05 2.632169386E-02 
DARK10 48614 297.67 38.95 1.000000000E+00 1.418435887E+00 2.033085755E-12 1.000000000E+20 4.031754442E+00 2.381833401E-05 2.291869219E-02 
DARK11 48734 297.5 38.972 1.000000000E+00 1.470750886E+00 1.951693693E-12 1.000000000E+20 4.035054274E+00 2.360956379E-05 2.241819784E-02 
DARK12 48854 297.35 38.992 1.000000000E+00 1.469616978E+00 1.993905546E-12 1.000000000E+20 4.154712842E+00 2.633041035E-05 1.782418099E-02 
DARK13 48974 297.21 39.01 1.000000000E+00 1.303754598E+00 1.460598851E-12 1.000000000E+20 4.022107880E+00 2.410336159E-05 2.977077490E-02 
DARK14 49094 297.06 39.03 1.000000000E+00 1.503441466E+00 2.016225787E-12 1.000000000E+20 4.194146084E+00 2.800100261E-05 2.106019222E-02 
DARK15 49214 296.95 39.044 1.000000000E+00 1.341995012E+00 1.597370292E-12 1.000000000E+20 4.050835687E+00 2.367981448E-05 2.301376343E-02 
DARK16 49334 296.83 39.06 1.000000000E+00 1.472943522E+00 1.796308275E-12 1.000000000E+20 4.089276293E+00 2.441680362E-05 2.175002165E-02 
DARK17 49454 296.72 39.075 1.000000000E+00 9.503349391E-01 1.272692724E-12 1.000000000E+20 4.115635103E+00 2.675359583E-05 2.722583582E-02 
DARK18 49574 296.62 39.088 1.000000000E+00 1.796896360E+00 2.198192612E-12 1.000000000E+20 4.146262166E+00 2.814777236E-05 3.167476143E-02 
DARK19 49694 296.53 39.1 1.000000000E+00 8.867587104E-01 7.899459854E-13 1.000000000E+20 4.106372533E+00 2.572922000E-05 3.671404024E-02 
DARK2 47654 299.68 38.689 1.000000000E+00 1.381392147E+00 2.755764727E-12 1.000000000E+20 3.963404802E+00 2.353753266E-05 2.364246676E-02 
DARK20 49814 296.45 39.11 1.000000000E+00 1.402814106E+00 1.609211713E-12 1.000000000E+20 4.049110678E+00 2.320640617E-05 2.367423515E-02 
DARK21 49934 296.37 39.121 1.000000000E+00 1.325035182E+00 1.421934956E-12 1.000000000E+20 4.047910548E+00 2.314951587E-05 2.318710671E-02 
DARK22 50054 296.3 39.13 1.000000000E+00 1.368266812E+00 1.483139484E-12 1.000000000E+20 4.056924240E+00 2.339082673E-05 2.317850354E-02 
DARK23 50174 296.23 39.139 1.000000000E+00 1.334265637E+00 1.381908682E-12 1.000000000E+20 3.979487619E+00 2.174791046E-05 2.541254372E-02 
DARK24 50294 296.16 39.148 1.000000000E+00 1.833181168E+00 3.193080589E-12 1.000000000E+20 4.085957315E+00 2.465873300E-05 3.016961416E-02 
DARK25 50414 296.1 39.156 1.000000000E+00 1.000000000E-03 1.451016370E-13 1.000000000E+20 4.225793217E+00 3.041941074E-05 3.295568446E-02 
DARK26 50534 296.04 39.164 1.000000000E+00 1.480753711E+00 2.464355551E-12 1.000000000E+20 4.341570396E+00 3.019027547E-05 3.079725427E-02 
DARK27 50654 295.99 39.171 1.000000000E+00 1.000000000E-03 1.528063113E-13 1.000000000E+20 4.136962478E+00 2.848440410E-05 2.763839451E-02 
DARK28 50774 295.95 39.176 1.000000000E+00 1.031008809E+00 1.354018444E-12 1.000000000E+20 4.182487284E+00 2.805861291E-05 2.674831409E-02 
DARK3 47774 299.37 38.729 1.000000000E+00 1.446609286E+00 2.726055069E-12 1.000000000E+20 3.986098572E+00 2.383752365E-05 2.472696408E-02 
DARK4 47894 299.06 38.769 1.000000000E+00 1.471533122E+00 2.626736535E-12 1.000000000E+20 4.030190151E+00 2.458936594E-05 2.185196102E-02 
DARK5 48014 298.78 38.805 1.000000000E+00 7.736473295E-01 9.493881579E-13 1.000000000E+20 4.104900819E+00 2.815798548E-05 3.498259415E-02 
DARK6 48136 298.52 38.839 1.000000000E+00 1.332001797E+00 2.173465038E-12 1.000000000E+20 3.923995911E+00 2.379667051E-05 2.781634684E-02 
DARK7 48254 298.29 38.869 1.000000000E+00 1.608014129E+00 2.954672669E-12 1.000000000E+20 4.129600869E+00 2.710631699E-05 2.582347447E-02 
DARK8 48374 298.06 38.899 1.000000000E+00 2.266122708E+00 3.361651375E-12 1.000000000E+20 4.256634004E+00 2.995658232E-05 2.715635569E-02 
DARK9 48494 297.87 38.924 1.000000000E+00 1.569931868E+00 2.444417285E-12 1.000000000E+20 4.224974905E+00 2.831470307E-05 1.941407204E-02 
