Ytrue Ypred RelError Label
1.780000e+11 1.828259e+11 2.711186e-02 SC2973
2.670000e+11 2.724420e+11 2.038196e-02 SC312v6
7.090000e+12 7.037763e+12 7.367674e-03 SC3132v3
1.910000e+12 1.900798e+12 4.817655e-03 SC3152v1
3.100000e+12 3.078040e+12 7.083767e-03 SC3152v3
3.630000e+11 3.573984e+11 1.543146e-02 SC320v10
1.940000e+11 1.949506e+11 4.899972e-03 SC3252v1
9.310000e+11 9.196219e+11 1.222142e-02 SC3383v2
8.780000e+12 8.703343e+12 8.730888e-03 SC3411v10
7.570000e+12 7.499950e+12 9.253590e-03 SC3411v9
7.170000e+11 7.003191e+11 2.326489e-02 SC342v1
5.310000e+12 5.245619e+12 1.212450e-02 SC3491v2
1.630000e+13 1.622473e+13 4.617939e-03 SC3501v6
1.600000e+13 1.623505e+13 1.469061e-02 SC3501v9
9.880000e+12 9.847450e+12 3.294550e-03 SC3502v10
1.440000e+13 1.427851e+13 8.436461e-03 SC3503
1.490000e+12 1.481770e+12 5.523484e-03 SC3753v2
3.200000e+12 3.187127e+12 4.022702e-03 SC3753v7
7.210000e+12 7.363986e+12 2.135724e-02 SC4023v3
2.070000e+12 2.111715e+12 2.015231e-02 SC4023v5
