Ytrue Ypred RelError Label
1.780000e+11 1.777104e+11 1.626693e-03 SC2973
2.670000e+11 2.702734e+11 1.225997e-02 SC312v6
7.090000e+12 7.075425e+12 2.055727e-03 SC3132v3
1.910000e+12 1.899957e+12 5.258221e-03 SC3152v1
3.100000e+12 3.100701e+12 2.261606e-04 SC3152v3
3.630000e+11 3.620417e+11 2.640023e-03 SC320v10
1.940000e+11 1.943122e+11 1.609322e-03 SC3252v1
9.310000e+11 9.298878e+11 1.194615e-03 SC3383v2
8.780000e+12 8.787744e+12 8.819745e-04 SC3411v10
7.570000e+12 7.552326e+12 2.334789e-03 SC3411v9
7.170000e+11 7.148645e+11 2.978438e-03 SC342v1
5.310000e+12 5.292135e+12 3.364452e-03 SC3491v2
1.630000e+13 1.628804e+13 7.338332e-04 SC3501v6
1.600000e+13 1.601203e+13 7.516938e-04 SC3501v9
9.880000e+12 9.873111e+12 6.973079e-04 SC3502v10
1.440000e+13 1.440974e+13 6.763201e-04 SC3503
1.490000e+12 1.482736e+12 4.875426e-03 SC3753v2
3.200000e+12 3.199609e+12 1.221632e-04 SC3753v7
7.210000e+12 7.246246e+12 5.027228e-03 SC4023v3
2.070000e+12 2.090607e+12 9.955224e-03 SC4023v5
