Ytrue Ypred RelError Label
1.780000e+11 1.783273e+11 1.838976e-03 SC2973
2.670000e+11 2.669211e+11 2.955389e-04 SC312v6
7.090000e+12 7.087450e+12 3.596301e-04 SC3132v3
1.910000e+12 1.910737e+12 3.859051e-04 SC3152v1
3.100000e+12 3.100094e+12 3.030390e-05 SC3152v3
3.630000e+11 3.613294e+11 4.602095e-03 SC320v10
1.940000e+11 1.942713e+11 1.398589e-03 SC3252v1
9.310000e+11 9.313661e+11 3.932784e-04 SC3383v2
8.780000e+12 8.776106e+12 4.434515e-04 SC3411v10
7.570000e+12 7.572934e+12 3.875909e-04 SC3411v9
7.170000e+11 7.168503e+11 2.087636e-04 SC342v1
5.310000e+12 5.305045e+12 9.331316e-04 SC3491v2
1.630000e+13 1.629740e+13 1.594752e-04 SC3501v6
1.600000e+13 1.598980e+13 6.375599e-04 SC3501v9
9.880000e+12 9.880827e+12 8.374385e-05 SC3502v10
1.440000e+13 1.440626e+13 4.349202e-04 SC3503
1.490000e+12 1.489720e+12 1.880981e-04 SC3753v2
3.200000e+12 3.199188e+12 2.537694e-04 SC3753v7
7.210000e+12 7.207973e+12 2.811452e-04 SC4023v3
2.070000e+12 2.070000e+12 1.913342e-07 SC4023v5
