Ytrue Ypred RelError Label
1.780000e+11 2.003276e+11 1.254359e-01 SC2973
2.670000e+11 2.545246e+11 4.672421e-02 SC312v6
7.090000e+12 7.435733e+12 4.876353e-02 SC3132v3
1.910000e+12 1.694053e+12 1.130615e-01 SC3152v1
3.100000e+12 2.861250e+12 7.701618e-02 SC3152v3
3.630000e+11 3.099053e+11 1.462665e-01 SC320v10
1.940000e+11 1.980097e+11 2.066864e-02 SC3252v1
9.310000e+11 8.456147e+11 9.171356e-02 SC3383v2
8.780000e+12 9.444761e+12 7.571310e-02 SC3411v10
7.570000e+12 7.548434e+12 2.848827e-03 SC3411v9
7.170000e+11 6.546868e+11 8.690821e-02 SC342v1
5.310000e+12 5.310817e+12 1.539057e-04 SC3491v2
1.630000e+13 1.701962e+13 4.414856e-02 SC3501v6
1.600000e+13 1.684311e+13 5.269415e-02 SC3501v9
9.880000e+12 1.082804e+13 9.595518e-02 SC3502v10
1.440000e+13 1.569051e+13 8.961901e-02 SC3503
1.490000e+12 1.299585e+12 1.277955e-01 SC3753v2
3.200000e+12 2.956344e+12 7.614261e-02 SC3753v7
7.210000e+12 7.749523e+12 7.482989e-02 SC4023v3
2.070000e+12 1.935248e+12 6.509749e-02 SC4023v5
