Ytrue Ypred RelError Label
1.780000e+11 1.781855e+11 1.042216e-03 SC2973
2.670000e+11 2.671469e+11 5.500601e-04 SC312v6
7.090000e+12 7.088831e+12 1.648913e-04 SC3132v3
1.910000e+12 1.909378e+12 3.258066e-04 SC3152v1
3.100000e+12 3.100474e+12 1.529248e-04 SC3152v3
3.630000e+11 3.629285e+11 1.970103e-04 SC320v10
1.940000e+11 1.940005e+11 2.332930e-06 SC3252v1
9.310000e+11 9.318660e+11 9.301514e-04 SC3383v2
8.780000e+12 8.786046e+12 6.886540e-04 SC3411v10
7.570000e+12 7.574566e+12 6.031075e-04 SC3411v9
7.170000e+11 7.157670e+11 1.719622e-03 SC342v1
5.310000e+12 5.308915e+12 2.042919e-04 SC3491v2
1.630000e+13 1.629758e+13 1.485346e-04 SC3501v6
1.600000e+13 1.599295e+13 4.405788e-04 SC3501v9
9.880000e+12 9.873255e+12 6.826857e-04 SC3502v10
1.440000e+13 1.440350e+13 2.432469e-04 SC3503
1.490000e+12 1.490810e+12 5.435157e-04 SC3753v2
3.200000e+12 3.195594e+12 1.376800e-03 SC3753v7
7.210000e+12 7.214275e+12 5.928922e-04 SC4023v3
2.070000e+12 2.070373e+12 1.802676e-04 SC4023v5
