Ytrue Ypred RelError Label
1.780000e+11 1.846401e+11 3.730377e-02 SC2973
2.670000e+11 2.744699e+11 2.797702e-02 SC312v6
7.090000e+12 6.904280e+12 2.619460e-02 SC3132v3
1.910000e+12 1.813635e+12 5.045263e-02 SC3152v1
3.100000e+12 3.186582e+12 2.792981e-02 SC3152v3
3.630000e+11 3.517874e+11 3.088880e-02 SC320v10
1.940000e+11 1.945025e+11 2.590255e-03 SC3252v1
9.310000e+11 8.936472e+11 4.012115e-02 SC3383v2
8.780000e+12 8.806448e+12 3.012312e-03 SC3411v10
7.570000e+12 7.606231e+12 4.786188e-03 SC3411v9
7.170000e+11 7.857472e+11 9.588167e-02 SC342v1
5.310000e+12 5.192021e+12 2.221820e-02 SC3491v2
1.630000e+13 1.607441e+13 1.383964e-02 SC3501v6
1.600000e+13 1.566497e+13 2.093964e-02 SC3501v9
9.880000e+12 9.207726e+12 6.804388e-02 SC3502v10
1.440000e+13 1.422720e+13 1.199993e-02 SC3503
1.490000e+12 1.546085e+12 3.764097e-02 SC3753v2
3.200000e+12 3.329836e+12 4.057379e-02 SC3753v7
7.210000e+12 7.252091e+12 5.837798e-03 SC4023v3
2.070000e+12 2.147542e+12 3.745997e-02 SC4023v5
