Ytrue Ypred RelError Label
1.780000e+11 1.823461e+11 2.441604e-02 SC2973
2.670000e+11 2.825497e+11 5.823876e-02 SC312v6
7.090000e+12 7.068528e+12 3.028433e-03 SC3132v3
1.910000e+12 1.983331e+12 3.839328e-02 SC3152v1
3.100000e+12 3.229232e+12 4.168770e-02 SC3152v3
3.630000e+11 3.864482e+11 6.459549e-02 SC320v10
1.940000e+11 2.096622e+11 8.073323e-02 SC3252v1
9.310000e+11 9.908226e+11 6.425628e-02 SC3383v2
8.780000e+12 8.741477e+12 4.387598e-03 SC3411v10
7.570000e+12 7.679304e+12 1.443910e-02 SC3411v9
7.170000e+11 7.474454e+11 4.246223e-02 SC342v1
5.310000e+12 5.447500e+12 2.589457e-02 SC3491v2
1.630000e+13 1.608305e+13 1.330954e-02 SC3501v6
1.600000e+13 1.595780e+13 2.637763e-03 SC3501v9
9.880000e+12 9.844780e+12 3.564760e-03 SC3502v10
1.440000e+13 1.475250e+13 2.447900e-02 SC3503
1.490000e+12 1.515650e+12 1.721496e-02 SC3753v2
3.200000e+12 3.220794e+12 6.498120e-03 SC3753v7
7.210000e+12 7.377604e+12 2.324598e-02 SC4023v3
2.070000e+12 2.139104e+12 3.338381e-02 SC4023v5
