Ytrue Ypred RelError Label
1.780000e+11 1.865610e+11 4.809543e-02 SC2973
2.670000e+11 2.456868e+11 7.982486e-02 SC312v6
7.090000e+12 7.165855e+12 1.069882e-02 SC3132v3
1.910000e+12 1.774809e+12 7.078043e-02 SC3152v1
3.100000e+12 3.108693e+12 2.804135e-03 SC3152v3
3.630000e+11 3.403579e+11 6.237482e-02 SC320v10
1.940000e+11 1.914795e+11 1.299229e-02 SC3252v1
9.310000e+11 9.002771e+11 3.299992e-02 SC3383v2
8.780000e+12 9.131883e+12 4.007776e-02 SC3411v10
7.570000e+12 7.791247e+12 2.922686e-02 SC3411v9
7.170000e+11 6.640169e+11 7.389552e-02 SC342v1
5.310000e+12 5.317143e+12 1.345254e-03 SC3491v2
1.630000e+13 1.638948e+13 5.489433e-03 SC3501v6
1.600000e+13 1.581196e+13 1.175225e-02 SC3501v9
9.880000e+12 9.823192e+12 5.749789e-03 SC3502v10
1.440000e+13 1.514958e+13 5.205451e-02 SC3503
1.490000e+12 1.423424e+12 4.468164e-02 SC3753v2
3.200000e+12 3.076426e+12 3.861703e-02 SC3753v7
7.210000e+12 7.639132e+12 5.951900e-02 SC4023v3
2.070000e+12 2.080320e+12 4.985632e-03 SC4023v5
