fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UDT0 15:30:56 304.7 38.05 1.000E+000 1.319E+000 2.056E-006 8.427E+003 2.542E+000 2.093E-008 4.050E-003 
UDT1 15:35:10 304.7 38.05 1.000E+000 1.340E+000 2.128E-006 8.427E+003 2.562E+000 2.008E-008 4.632E-003 
UDT2 15:39:32 304.8 38.04 1.000E+000 1.497E+000 1.643E-006 8.394E+003 2.592E+000 1.933E-008 3.238E-003 
UDT3 15:43:46 304.8 38.04 1.000E+000 1.413E+000 2.016E-006 8.394E+003 2.580E+000 1.953E-008 3.034E-003 
UDT4 15:47:10 304.7 38.05 1.000E+000 1.567E+000 1.696E-006 8.427E+003 2.585E+000 1.940E-008 3.007E-003 
UDT5 15:51:38 304.7 38.05 1.000E+000 1.492E+000 1.908E-006 8.427E+003 2.564E+000 1.992E-008 3.357E-003 
UDT6 15:58:48 304.9 38.03 1.000E+000 1.542E+000 2.130E-006 8.361E+003 2.551E+000 2.027E-008 4.801E-003 
UDT7 16:03:38 304.8 38.04 1.000E+000 1.540E+000 1.953E-006 8.394E+003 2.544E+000 2.035E-008 5.107E-003 
UDT8 16:09:18 304.7 38.05 1.000E+000 1.558E+000 1.777E-006 8.427E+003 2.569E+000 1.974E-008 3.588E-003 
UDT9 16:13:10 304.7 38.05 1.000E+000 1.444E+000 1.967E-006 8.427E+003 2.568E+000 1.967E-008 3.813E-003 
