T d154 d184 d214 d244
d 150 180 210 240
290 1.249820965E+00 1.250126427E+00 1.250090016E+00 1.250022554E+00
295 1.250616018E+00 1.250624213E+00 1.250774438E+00 1.250630871E+00
300 1.252015322E+00 1.251761053E+00 1.251827517E+00 1.251868054E+00
305 1.254395863E+00 1.254087203E+00 1.254104329E+00 1.254224719E+00
310 1.257261082E+00 1.257153122E+00 1.256900714E+00 1.257080662E+00
315 1.260162660E+00 1.260049015E+00 1.259723531E+00 1.259959613E+00
320 1.263611278E+00 1.263648608E+00 1.263161315E+00 1.263307279E+00
325 1.266925783E+00 1.266926054E+00 1.266489093E+00 1.266459580E+00
330 1.269562487E+00 1.269564516E+00 1.269347835E+00 1.269057483E+00
335 1.272192010E+00 1.272214057E+00 1.271939829E+00 1.271722544E+00
340 1.274186679E+00 1.274114509E+00 1.273844925E+00 1.273643880E+00
