T d154 d184 d214 d244
d 150 180 210 240
290 1.220583728E+00 1.219474996E+00 1.218373884E+00 1.217882087E+00
295 1.220586845E+00 1.219625473E+00 1.218791079E+00 1.218156301E+00
300 1.221792431E+00 1.220793478E+00 1.220020172E+00 1.219391626E+00
305 1.223504652E+00 1.222482751E+00 1.221763982E+00 1.221160473E+00
310 1.225573779E+00 1.224294655E+00 1.223706932E+00 1.223227386E+00
315 1.227471760E+00 1.226122991E+00 1.225406478E+00 1.224918704E+00
320 1.229567312E+00 1.227654255E+00 1.227192692E+00 1.226617020E+00
325 1.231113776E+00 1.229367031E+00 1.228283130E+00 1.227549362E+00
330 1.231428094E+00 1.229270059E+00 1.227857228E+00 1.226917659E+00
335 1.229854843E+00 1.226928590E+00 1.225338563E+00 1.224005490E+00
340 1.224941179E+00 1.219986431E+00 1.217850441E+00 1.215916984E+00
