N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.067038943E+00 1.065770387E+00 1.064550493E+00 1.063332477E+00
1.600000000E+01 1.181863041E+00 1.166304410E+00 1.151447111E+00 1.141505793E+00
1.700000000E+01 1.345964717E+00 1.342004607E+00 1.338337576E+00 1.336037601E+00
1.549996187E+01 1.013581584E+00 1.012627347E+00 1.011903282E+00 1.011306501E+00
1.649996187E+01 1.295560074E+00 1.290582150E+00 1.285328445E+00 1.280539396E+00
1.674996808E+01 1.322505831E+00 1.316960102E+00 1.313454717E+00 1.309809355E+00
1.624993176E+01 1.258990466E+00 1.250538943E+00 1.242855846E+00 1.234346526E+00
1.574996808E+01 1.009899920E+00 1.008818050E+00 1.008075355E+00 1.007491915E+00
1.524993176E+01 1.027588534E+00 1.026580930E+00 1.025706566E+00 1.024905006E+00
