fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
UDT0 8:27 298.6 38.83 1.000E+000 1.825E+000 1.014E-010 2.329E+003 3.243E+000 1.954E-005 1.068E-003 
UDT1 8:34 298.7 38.82 1.000E+000 1.638E+000 1.036E-010 2.327E+003 3.278E+000 2.041E-005 1.423E-003 
UDT2 8:37 298.7 38.82 1.000E+000 1.630E+000 1.034E-010 2.327E+003 3.280E+000 2.056E-005 1.014E-003 
UDT3 8:39 298.8 38.8 1.000E+000 1.627E+000 1.052E-010 2.325E+003 3.270E+000 2.052E-005 9.758E-004 
UDT4 8:42 298.9 38.79 1.000E+000 1.675E+000 1.108E-010 2.323E+003 3.280E+000 2.085E-005 1.370E-003 
UDT5 8:44 298.8 38.8 1.000E+000 1.613E+000 1.049E-010 2.325E+003 3.275E+000 2.070E-005 1.024E-003 
UDT6 8:47 298.8 38.8 1.000E+000 1.723E+000 1.131E-010 2.325E+003 3.288E+000 2.100E-005 1.449E-003 
UDT7 8:50 298.8 38.8 1.000E+000 1.686E+000 1.086E-010 2.325E+003 3.280E+000 2.088E-005 1.341E-003 
UDT8 8:53 298.5 38.84 1.000E+000 1.695E+000 1.051E-010 2.332E+003 3.304E+000 2.109E-005 1.421E-003 
UDT9 8:56 298.6 38.83 1.000E+000 1.623E+000 1.019E-010 2.329E+003 3.288E+000 2.084E-005 1.282E-003 
