T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.203108018E+00 1.205934124E+00 1.208227585E+00 1.210152635E+00 1.211867853E+00 1.213528735E+00 1.215284704E+00 1.217272856E+00 1.219609205E+00 1.222378905E+00 1.225628448E+00 1.229363960E+00 1.233558928E+00 1.238170439E+00 1.243156383E+00 1.248483946E+00 1.254126944E+00 1.260058416E+00 1.266246342E+00
295 1.205409773E+00 1.208567034E+00 1.211060939E+00 1.213096379E+00 1.214856517E+00 1.216509419E+00 1.218208618E+00 1.220089446E+00 1.222262574E+00 1.224807073E+00 1.227766287E+00 1.231149382E+00 1.234939725E+00 1.239108499E+00 1.243628671E+00 1.248482166E+00 1.253657481E+00 1.259142207E+00 1.264916923E+00
300 1.206837337E+00 1.210462059E+00 1.213261631E+00 1.215494003E+00 1.217378761E+00 1.219106545E+00 1.220842434E+00 1.222724188E+00 1.224857317E+00 1.227310115E+00 1.230113410E+00 1.233267620E+00 1.236755358E+00 1.240555530E+00 1.244654526E+00 1.249050276E+00 1.253748204E+00 1.258752971E+00 1.264058815E+00
305 1.207851673E+00 1.212138076E+00 1.215397536E+00 1.217945980E+00 1.220046892E+00 1.221921888E+00 1.223756579E+00 1.225700565E+00 1.227863140E+00 1.230308733E+00 1.233058451E+00 1.236101152E+00 1.239411241E+00 1.242966004E+00 1.246756722E+00 1.250790972E+00 1.255087032E+00 1.259664475E+00 1.264536264E+00
310 1.208010167E+00 1.213125430E+00 1.216979050E+00 1.219949620E+00 1.222352264E+00 1.224448177E+00 1.226451697E+00 1.228531791E+00 1.230807877E+00 1.233344743E+00 1.236154239E+00 1.239209656E+00 1.242469653E+00 1.245901525E+00 1.249494584E+00 1.253261577E+00 1.257230957E+00 1.261435708E+00 1.265903928E+00
315 1.206533233E+00 1.212605138E+00 1.217165766E+00 1.220657163E+00 1.223452344E+00 1.225859916E+00 1.228130577E+00 1.230458564E+00 1.232976803E+00 1.235750180E+00 1.238777074E+00 1.242007581E+00 1.245375336E+00 1.248829208E+00 1.252350985E+00 1.255955875E+00 1.259681529E+00 1.263573896E+00 1.267676062E+00
320 1.204607593E+00 1.211808779E+00 1.217222445E+00 1.221347477E+00 1.224616095E+00 1.227389532E+00 1.229962239E+00 1.232563013E+00 1.235349422E+00 1.238398454E+00 1.241705316E+00 1.245201714E+00 1.248793788E+00 1.252403773E+00 1.255995769E+00 1.259578709E+00 1.263193252E+00 1.266894237E+00 1.270736840E+00
325 1.201220010E+00 1.209648752E+00 1.216014649E+00 1.220859797E+00 1.224672645E+00 1.227869301E+00 1.230792810E+00 1.233712682E+00 1.236818086E+00 1.240205414E+00 1.243872677E+00 1.247735766E+00 1.251670787E+00 1.255566431E+00 1.259360795E+00 1.263049649E+00 1.266672113E+00 1.270289193E+00 1.273966305E+00
330 1.195772490E+00 1.205421239E+00 1.212771282E+00 1.218387841E+00 1.222807412E+00 1.226500407E+00 1.229861091E+00 1.233203407E+00 1.236750848E+00 1.240619843E+00 1.244809007E+00 1.249213231E+00 1.253671164E+00 1.258029808E+00 1.262194352E+00 1.266142881E+00 1.269910819E+00 1.273564385E+00 1.277178662E+00
335 1.189955918E+00 1.200880461E+00 1.209287166E+00 1.215738684E+00 1.220806692E+00 1.225011274E+00 1.228798588E+00 1.232531556E+00 1.236477073E+00 1.240785267E+00 1.245471881E+00 1.250425156E+00 1.255452930E+00 1.260357042E+00 1.264999201E+00 1.269327962E+00 1.273366032E+00 1.277179432E+00 1.280849848E+00
340 1.183182970E+00 1.195307189E+00 1.204750898E+00 1.212044717E+00 1.217777505E+00 1.222509905E+00 1.226736844E+00 1.230870642E+00 1.235224626E+00 1.239988682E+00 1.245203537E+00 1.250758821E+00 1.256435589E+00 1.261988178E+00 1.267226951E+00 1.272061494E+00 1.276494206E+00 1.280586502E+00 1.284424393E+00
