N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+17 305 3.800E-4 2.529057E-1 2.331570E+1 4.664010E-1 7.906630E+1
1.468000E+10 1.000E+17 305 3.800E-4 2.476246E-1 2.278280E+1 4.655930E-1 7.904360E+1
2.154000E+10 1.000E+17 305 3.800E-4 2.408714E-1 2.210300E+1 4.645420E-1 7.901360E+1
3.162000E+10 1.000E+17 305 3.800E-4 2.325624E-1 2.126900E+1 4.632140E-1 7.897460E+1
4.642000E+10 1.000E+17 305 3.800E-4 2.227437E-1 2.028690E+1 4.615900E-1 7.892490E+1
6.813000E+10 1.000E+17 305 3.800E-4 2.115754E-1 1.917360E+1 4.596310E-1 7.886590E+1
1.000000E+11 1.000E+17 305 3.800E-4 1.992801E-1 1.794180E+1 4.572510E-1 7.876070E+1
1.468000E+11 1.000E+17 305 3.800E-4 1.860939E-1 1.663870E+1 4.545540E-1 7.867990E+1
2.154000E+11 1.000E+17 305 3.800E-4 1.722525E-1 1.527990E+1 4.515220E-1 7.858450E+1
3.162000E+11 1.000E+17 305 3.800E-4 1.580018E-1 1.388960E+1 4.480180E-1 7.848620E+1
4.642000E+11 1.000E+17 305 3.800E-4 1.436063E-1 1.248650E+1 4.440860E-1 7.831790E+1
6.813000E+11 1.000E+17 305 3.800E-4 1.293385E-1 1.111700E+1 4.397930E-1 7.817560E+1
1.000000E+12 1.000E+17 305 3.800E-4 1.154600E-1 9.790000E+0 4.349110E-1 7.798510E+1
1.468000E+12 1.000E+17 305 3.800E-4 1.022025E-1 8.542500E+0 4.297120E-1 7.780530E+1
2.154000E+12 1.000E+17 305 3.800E-4 8.975366E-2 7.379300E+0 4.239350E-1 7.757520E+1
3.162000E+12 1.000E+17 305 3.800E-4 7.825023E-2 6.323400E+0 4.177940E-1 7.736880E+1
4.642000E+12 1.000E+17 305 3.800E-4 6.777613E-2 5.371000E+0 4.112540E-1 7.707780E+1
6.813000E+12 1.000E+17 305 3.800E-4 5.836621E-2 4.532400E+0 4.042430E-1 7.684050E+1
1.000000E+13 1.000E+17 305 3.800E-4 5.001326E-2 3.797200E+0 3.969150E-1 7.651510E+1
1.468000E+13 1.000E+17 305 3.800E-4 4.267709E-2 3.163000E+0 3.892980E-1 7.615200E+1
2.154000E+13 1.000E+17 305 3.800E-4 3.629380E-2 2.621900E+0 3.813260E-1 7.577950E+1
3.162000E+13 1.000E+17 305 3.800E-4 3.078454E-2 2.166200E+0 3.730640E-1 7.544810E+1
4.642000E+13 1.000E+17 305 3.800E-4 2.606283E-2 1.782300E+0 3.645890E-1 7.502490E+1
6.813000E+13 1.000E+17 305 3.800E-4 2.204029E-2 1.462400E+0 3.559310E-1 7.456900E+1
1.000000E+14 1.000E+17 305 3.800E-4 1.863086E-2 1.197800E+0 3.471210E-1 7.408360E+1
