fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UDT0 8:21 301.4 38.47 1.000E+000 1.691E+000 2.864E-006 7.030E+002 2.820E+000 2.349E-008 1.287E-003 
UDT1 8:24 301.5 38.46 1.000E+000 1.762E+000 2.600E-006 7.035E+002 2.850E+000 2.258E-008 1.745E-003 
UDT2 8:26 301.6 38.44 1.000E+000 1.624E+000 3.228E-006 7.040E+002 2.725E+000 2.759E-008 1.024E-003 
UDT3 8:30 301.6 38.44 1.000E+000 1.590E+000 3.271E-006 7.040E+002 2.751E+000 2.608E-008 1.026E-003 
UDT4 8:33 301.7 38.43 1.000E+000 1.581E+000 3.421E-006 7.044E+002 2.694E+000 2.915E-008 1.123E-003 
UDT5 8:35 301.8 38.42 1.000E+000 1.635E+000 3.146E-006 7.049E+002 2.731E+000 2.746E-008 1.140E-003 
UDT6 8:38 301.9 38.4 1.000E+000 1.861E+000 2.591E-006 7.054E+002 2.778E+000 2.588E-008 1.020E-003 
UDT7 8:41 301.9 38.4 1.000E+000 1.768E+000 2.775E-006 7.054E+002 2.785E+000 2.505E-008 1.030E-003 
UDT8 8:44 301.9 38.4 1.000E+000 1.678E+000 2.932E-006 7.054E+002 2.782E+000 2.519E-008 9.668E-004 
UDT9 8:47 302 38.39 1.000E+000 1.664E+000 3.198E-006 7.059E+002 2.719E+000 2.823E-008 1.016E-003 
