N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.191060783E+00 1.176004605E+00 1.143098817E+00 1.078541265E+00 1.014016620E+00 1.014717833E+00 1.017333178E+00 1.022429187E+00 1.030740033E+00 1.042935170E+00 1.059327750E+00
1.016672606E+01 1.191515469E+00 1.176493956E+00 1.143662647E+00 1.079179333E+00 1.014332633E+00 1.015046914E+00 1.017732598E+00 1.022987988E+00 1.031604010E+00 1.044328776E+00 1.061581112E+00
1.033324570E+01 1.191908861E+00 1.176979715E+00 1.144340607E+00 1.080149578E+00 1.014560331E+00 1.015273166E+00 1.017995239E+00 1.023347399E+00 1.032163050E+00 1.045252332E+00 1.063121926E+00
1.049996187E+01 1.192292775E+00 1.177527533E+00 1.145225836E+00 1.081587661E+00 1.014725445E+00 1.015421235E+00 1.018148114E+00 1.023541814E+00 1.032466508E+00 1.045780276E+00 1.064060655E+00
1.066670514E+01 1.192717793E+00 1.178208679E+00 1.146432275E+00 1.083679580E+00 1.014849021E+00 1.015509538E+00 1.018209281E+00 1.023592466E+00 1.032544839E+00 1.045961755E+00 1.064478094E+00
1.083333839E+01 1.193237229E+00 1.179105071E+00 1.148101887E+00 1.086673535E+00 1.014948737E+00 1.015551194E+00 1.018188265E+00 1.023506968E+00 1.032407461E+00 1.045815138E+00 1.064413369E+00
1.100000000E+01 1.193909970E+00 1.180311618E+00 1.150406569E+00 1.090883677E+00 1.015041078E+00 1.015555899E+00 1.018087651E+00 1.023280534E+00 1.032043205E+00 1.045326884E+00 1.063859601E+00
1.116672606E+01 1.194800791E+00 1.181932771E+00 1.153538306E+00 1.096673349E+00 1.015144412E+00 1.015532911E+00 1.017906162E+00 1.022899131E+00 1.031423307E+00 1.044453838E+00 1.062764624E+00
1.133324570E+01 1.195976060E+00 1.184068861E+00 1.157677790E+00 1.104397817E+00 1.015283380E+00 1.015495867E+00 1.017644295E+00 1.022346161E+00 1.030508933E+00 1.043130901E+00 1.061037925E+00
1.149996187E+01 1.197493201E+00 1.186788365E+00 1.162932370E+00 1.114284011E+00 1.026693308E+00 1.015470353E+00 1.017314176E+00 1.021615343E+00 1.029267164E+00 1.041289134E+00 1.058569227E+00
1.166670514E+01 1.199384682E+00 1.190088786E+00 1.169247653E+00 1.126245911E+00 1.047130525E+00 1.015504484E+00 1.016954590E+00 1.020732112E+00 1.027699930E+00 1.038891359E+00 1.055267880E+00
1.183333839E+01 1.201643818E+00 1.193864063E+00 1.176330964E+00 1.139701570E+00 1.070728730E+00 1.015680225E+00 1.016648668E+00 1.019781599E+00 1.025886150E+00 1.035989598E+00 1.051131923E+00
1.200000000E+01 1.204225484E+00 1.197911576E+00 1.183662831E+00 1.153553581E+00 1.095596664E+00 1.016118731E+00 1.016534724E+00 1.018930703E+00 1.024023979E+00 1.032794680E+00 1.046344247E+00
1.216672606E+01 1.207070204E+00 1.202001174E+00 1.190655305E+00 1.166493635E+00 1.119150631E+00 1.036377155E+00 1.016794993E+00 1.018420153E+00 1.022438234E+00 1.029718531E+00 1.041361810E+00
1.233324570E+01 1.210138548E+00 1.205975678E+00 1.196895685E+00 1.177544762E+00 1.139191286E+00 1.070333862E+00 1.017614063E+00 1.018506279E+00 1.021511103E+00 1.027320900E+00 1.036919712E+00
1.249996187E+01 1.213425846E+00 1.209805526E+00 1.202293346E+00 1.186438958E+00 1.154879931E+00 1.097246509E+00 1.019125284E+00 1.019373060E+00 1.021541502E+00 1.026119880E+00 1.033852225E+00
1.266670514E+01 1.216944119E+00 1.213555450E+00 1.207016023E+00 1.193523019E+00 1.166736311E+00 1.117346758E+00 1.036430343E+00 1.021079509E+00 1.022629120E+00 1.026356287E+00 1.032732061E+00
1.283333839E+01 1.220693049E+00 1.217307590E+00 1.211307868E+00 1.199355700E+00 1.175856913E+00 1.132359349E+00 1.059981279E+00 1.023587066E+00 1.024692318E+00 1.027929081E+00 1.033578177E+00
1.300000000E+01 1.224647327E+00 1.221109963E+00 1.215355060E+00 1.204390396E+00 1.183189933E+00 1.143993108E+00 1.078125503E+00 1.026835338E+00 1.027595351E+00 1.030580206E+00 1.035986161E+00
