fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 29148 320.13 36.217 1.000000000E+00 8.652998704E-01 1.976360218E-09 1.000000000E+20 4.266267035E+00 2.937985418E-05 7.223948267E-02 
00D2 29274 320.07 36.224 1.000000000E+00 8.413494858E-01 1.919443656E-09 1.000000000E+20 4.280105081E+00 2.945983226E-05 6.534472348E-02 
00D3 29386 320.04 36.227 1.000000000E+00 8.365267993E-01 1.890365369E-09 1.000000000E+20 4.281740620E+00 2.942701517E-05 6.221820404E-02 
00D4 29478 320.04 36.227 1.000000000E+00 8.548039483E-01 1.904170336E-09 1.000000000E+20 4.312227327E+00 2.966268922E-05 6.201462394E-02 
00D5 29588 320.02 36.23 1.000000000E+00 8.522678797E-01 1.885985449E-09 1.000000000E+20 4.310361597E+00 2.970712510E-05 6.135555415E-02 
00D6 29674 320.02 36.23 1.000000000E+00 8.541738015E-01 1.881466947E-09 1.000000000E+20 4.274173749E+00 2.920870007E-05 6.110327366E-02 
00D7 29780 320 36.232 1.000000000E+00 8.540202355E-01 1.872435502E-09 1.000000000E+20 4.278410392E+00 2.928524943E-05 5.954298358E-02 
00D8 29880 319.98 36.234 1.000000000E+00 8.556685858E-01 1.862872188E-09 1.000000000E+20 4.309296482E+00 2.962390883E-05 7.490286423E-02 
00D9 30092 319.95 36.238 1.000000000E+00 1.020372206E+00 2.456507353E-09 1.000000000E+20 4.246760578E+00 2.939604573E-05 5.862501394E-02 
0D10 30218 319.88 36.245 1.000000000E+00 1.013298287E+00 2.395384776E-09 1.000000000E+20 4.238631091E+00 2.927452231E-05 5.840782474E-02 
0D11 30324 319.9 36.243 1.000000000E+00 1.007961821E+00 2.377531127E-09 1.000000000E+20 4.239461053E+00 2.929367134E-05 5.739472402E-02 
0D12 30424 319.93 36.24 1.000000000E+00 1.012626555E+00 2.374259722E-09 1.000000000E+20 4.234709504E+00 2.922785349E-05 5.610056544E-02 
0D13 30518 319.95 36.238 1.000000000E+00 1.000383318E+00 2.361788002E-09 1.000000000E+20 4.243643981E+00 2.933716279E-05 5.716010120E-02 
0D14 30624 319.96 36.236 1.000000000E+00 1.018781629E+00 2.394569437E-09 1.000000000E+20 4.250445341E+00 2.945952382E-05 6.621956587E-02 
0D15 30722 319.96 36.236 1.000000000E+00 1.018618110E+00 2.373014630E-09 1.000000000E+20 4.249792989E+00 2.940145436E-05 5.792133711E-02 
0D16 30820 319.94 36.239 1.000000000E+00 9.979161678E-01 2.313242330E-09 1.000000000E+20 4.253048355E+00 2.945481804E-05 5.815305347E-02 
