T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.086969000E-02 1.797400900E-02 2.363455200E-02 2.602224600E-02 3.095068800E-02 4.281175500E-02 5.569877800E-02 6.450954100E-02 6.850448200E-02
295 7.709650000E-03 1.766766300E-02 2.344873300E-02 2.636666300E-02 3.046737900E-02 4.158673700E-02 5.409298400E-02 6.303944300E-02 6.667658100E-02
300 2.093551000E-03 1.618591600E-02 2.353266600E-02 2.646554200E-02 3.004064600E-02 4.048221800E-02 5.291301700E-02 6.176202200E-02 6.552947000E-02
305 -9.790780000E-03 1.266732100E-02 2.214532400E-02 2.621089500E-02 2.997561200E-02 3.980081500E-02 5.134039800E-02 6.002927000E-02 6.418687400E-02
310 -3.286521700E-02 5.355701000E-03 2.040788100E-02 2.573645700E-02 2.962658300E-02 3.891967000E-02 4.989753100E-02 5.841408900E-02 6.237854900E-02
315 -7.261160200E-02 -8.644052000E-03 1.621604000E-02 2.480460600E-02 2.918412500E-02 3.772556300E-02 4.908183200E-02 5.709186800E-02 6.079238300E-02
320 -1.302446850E-01 -3.457619800E-02 7.810771000E-03 2.238703700E-02 2.872391900E-02 3.740317200E-02 4.818611100E-02 5.594673300E-02 5.977973400E-02
325 -9.200707900E-02 -7.601691700E-02 -7.317630000E-03 1.768249300E-02 2.742910700E-02 3.682657800E-02 4.749739800E-02 5.522589300E-02 5.887099300E-02
330 -3.126557000E-03 -1.339492980E-01 -3.326660400E-02 9.522143000E-03 2.509945300E-02 3.605625600E-02 4.732276900E-02 5.525088600E-02 5.841094000E-02
335 7.893355000E-03 -9.891442400E-02 -7.454189400E-02 -5.279919000E-03 2.104478000E-02 3.517858600E-02 4.686087100E-02 5.511395900E-02 5.906751500E-02
340 1.151074100E-02 -9.654699000E-03 -1.306304630E-01 -2.980443800E-02 1.332148600E-02 3.178241200E-02 4.637246200E-02 5.528974800E-02 5.977729300E-02
