N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.030366000E-02 5.976225000E-03 -2.000400000E-03 -1.843954100E-02 -4.949574800E-02 -1.009708820E-01 -1.302364770E-01 -6.587811400E-02 4.925512000E-03 8.427914000E-03 1.274140700E-02
1.600000000E+01 3.049664200E-02 3.001932000E-02 2.966008100E-02 2.965945300E-02 2.937450300E-02 2.893403000E-02 2.833761400E-02 2.664558600E-02 2.345159700E-02 1.777149100E-02 7.071629000E-03
1.700000000E+01 6.642579800E-02 6.401571700E-02 6.256215700E-02 6.109756300E-02 5.953730400E-02 5.828310100E-02 5.791804800E-02 5.788781200E-02 5.835456700E-02 5.992817900E-02 6.169386600E-02
1.549996187E+01 2.394827100E-02 2.362481800E-02 2.344534700E-02 2.158147900E-02 1.890259400E-02 1.299977000E-02 1.461803000E-03 -1.910941400E-02 -5.371520600E-02 -1.065690820E-01 -1.509101050E-01
1.649996187E+01 5.418675600E-02 5.240400300E-02 5.115424300E-02 4.972095000E-02 4.854858600E-02 4.808024100E-02 4.762207500E-02 4.738897200E-02 4.767543600E-02 4.759087200E-02 4.732979900E-02
1.674996808E+01 6.271049800E-02 6.088241700E-02 5.937755400E-02 5.768237900E-02 5.632639900E-02 5.537835500E-02 5.480267200E-02 5.470986400E-02 5.541238900E-02 5.605728600E-02 5.691865700E-02
1.624993176E+01 4.173166100E-02 4.046931400E-02 3.943977600E-02 3.888340800E-02 3.823573500E-02 3.728593500E-02 3.719094800E-02 3.678301700E-02 3.603416000E-02 3.495965100E-02 3.089184000E-02
1.574996808E+01 2.613658200E-02 2.643695700E-02 2.648518900E-02 2.613093200E-02 2.540624800E-02 2.397803100E-02 2.060605300E-02 1.412758800E-02 2.820071000E-03 -1.735467800E-02 -5.017805900E-02
1.524993176E+01 1.808437500E-02 1.738908600E-02 1.512504000E-02 1.011537800E-02 -4.338300000E-05 -1.921290300E-02 -5.372331600E-02 -1.070440580E-01 -1.389846190E-01 -7.493116700E-02 4.697650000E-03
