X Y Yfit
1.0000000E-2 9.9577992E-17 1.0080345E-16
2.0000000E-2 2.4433950E-16 2.4681037E-16
3.0000000E-2 4.5530255E-16 4.5859754E-16
4.0000000E-2 7.6323017E-16 7.6623527E-16
5.0000000E-2 1.2131346E-15 1.2137191E-15
6.0000000E-2 1.8708626E-15 1.8654911E-15
7.0000000E-2 2.8327289E-15 2.8160450E-15
8.0000000E-2 4.2396198E-15 4.2040831E-15
9.0000000E-2 6.2976690E-15 6.2334006E-15
1.0000000E-1 9.3086137E-15 9.2037155E-15
1.1000000E-1 1.3714447E-14 1.3556211E-14
1.2000000E-1 2.0163237E-14 1.9940858E-14
1.3000000E-1 2.9606357E-14 2.9315989E-14
1.4000000E-1 4.3442400E-14 4.3095668E-14
1.5000000E-1 6.3730612E-14 6.3367903E-14
1.6000000E-1 9.3507844E-14 9.3217932E-14
1.7000000E-1 1.3725981E-13 1.3720740E-13
1.8000000E-1 2.0162227E-13 2.0208489E-13
1.9000000E-1 2.9642471E-13 2.9784002E-13
2.0000000E-1 4.3624451E-13 4.3926772E-13
2.1000000E-1 6.4272130E-13 6.4829053E-13
2.2000000E-1 9.4800409E-13 9.5740743E-13
2.3000000E-1 1.3998861E-12 1.4148172E-12
2.4000000E-1 2.0694546E-12 2.0920315E-12
2.5000000E-1 3.0624880E-12 3.0951912E-12
2.6000000E-1 4.5364399E-12 4.5818902E-12
2.7000000E-1 6.7257477E-12 6.7861951E-12
2.8000000E-1 9.9795524E-12 1.0055860E-11
2.9000000E-1 1.4817918E-11 1.4907690E-11
3.0000000E-1 2.2015626E-11 2.2109928E-11
3.1000000E-1 3.2727090E-11 3.2804860E-11
3.2000000E-1 4.8672544E-11 4.8691327E-11
3.3000000E-1 7.2415613E-11 7.2296420E-11
3.4000000E-1 1.0778113E-10 1.0738004E-10
3.5000000E-1 1.6045785E-10 1.5953730E-10
3.6000000E-1 2.3893729E-10 2.3709579E-10
3.7000000E-1 3.5587309E-10 3.5245187E-10
3.8000000E-1 5.3012774E-10 5.2406145E-10
3.9000000E-1 7.8981994E-10 7.7940562E-10
