N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.541693000E-03 2.888196000E-03 3.888632000E-03 4.481473000E-03
1.600000000E+01 3.334392600E-02 3.265375900E-02 3.204777300E-02 3.084882300E-02
1.700000000E+01 7.230599200E-02 6.966438200E-02 6.680803200E-02 6.631662000E-02
1.549996187E+01 2.239121400E-02 2.174510000E-02 2.295336300E-02 2.331550100E-02
1.649996187E+01 5.850249100E-02 5.618568900E-02 5.493803700E-02 5.370705100E-02
1.674996808E+01 6.785115100E-02 6.393967600E-02 6.287376700E-02 6.194725500E-02
1.624993176E+01 4.499496500E-02 4.386576200E-02 4.267591400E-02 4.175865700E-02
1.574996808E+01 2.661833800E-02 2.661299100E-02 2.589136900E-02 2.629478700E-02
1.524993176E+01 1.420879200E-02 1.451399300E-02 1.536441900E-02 1.593981100E-02
