N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.469228000E-02 3.223272300E-02 2.961545700E-02 2.700208900E-02
1.600000000E+01 -2.785994300E-02 -2.738510900E-02 -2.707464500E-02 -2.391907800E-02
1.700000000E+01 7.874396300E-02 7.685175100E-02 7.527460100E-02 7.496999400E-02
1.549996187E+01 -1.230677570E-01 -1.138405970E-01 -1.075942880E-01 -1.030935840E-01
1.649996187E+01 5.292502800E-02 5.368507900E-02 5.349899100E-02 5.304759700E-02
1.674996808E+01 7.026570200E-02 6.832757500E-02 6.809070300E-02 6.730250300E-02
1.624993176E+01 2.622922700E-02 2.687079300E-02 2.737583100E-02 2.626978400E-02
1.574996808E+01 -1.551165690E-01 -1.534665840E-01 -1.480914840E-01 -1.414123710E-01
1.524993176E+01 1.170778100E-02 1.080949900E-02 9.845506000E-03 8.921641000E-03
