fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 6:45 293.5 39.5 1.000E+000 2.443E+000 9.725E-012 2.051E+004 2.929E+000 6.267E-006 1.442E-005 7.429E-002 1.442E-005 3.196E-007 2.984E-001 4.050E-002 7.871E-006 2.351E-003 
00S2 7:4 296.2 39.14 1.000E+000 2.481E+000 1.570E-011 1.877E+004 2.894E+000 6.839E-006 1.455E-005 7.009E-002 1.454E-005 3.010E-007 2.953E-001 3.800E-002 7.900E-006 3.704E-003 
00S3 7:23 299.5 38.71 1.000E+000 2.494E+000 2.630E-011 1.673E+004 2.863E+000 7.755E-006 1.435E-005 6.351E-002 1.434E-005 2.646E-007 2.906E-001 3.420E-002 7.715E-006 6.232E-003 
00S4 7:40 302.5 38.33 1.000E+000 2.567E+000 4.458E-011 1.497E+004 2.858E+000 8.987E-006 1.429E-005 5.752E-002 1.429E-005 2.351E-007 2.861E-001 3.070E-002 7.635E-006 1.402E-003 
00S5 7:59 305.6 37.94 1.000E+000 2.613E+000 7.501E-011 1.326E+004 2.846E+000 1.039E-005 1.421E-005 5.171E-002 1.420E-005 2.071E-007 2.820E-001 2.740E-002 7.531E-006 1.011E-003 
00S6 8:19 308.4 37.59 1.000E+000 2.747E+000 1.201E-010 1.181E+004 2.833E+000 1.183E-005 1.494E-005 4.888E-002 1.493E-005 2.043E-007 2.799E-001 2.590E-002 7.856E-006 3.029E-003 
00S7 8:37 311.4 37.23 1.000E+000 3.097E+000 1.941E-010 1.037E+004 2.813E+000 1.330E-005 1.435E-005 4.302E-002 1.434E-005 1.701E-007 2.758E-001 2.260E-002 7.494E-006 7.460E-004 
00S8 8:55 313.6 36.97 1.000E+000 3.112E+000 2.603E-010 9.380E+003 2.806E+000 1.469E-005 1.439E-005 3.983E-002 1.437E-005 1.566E-007 2.735E-001 2.080E-002 7.492E-006 5.474E-003 
00S9 9:12 316.1 36.68 1.000E+000 3.218E+000 4.032E-010 8.336E+003 2.800E+000 1.642E-005 1.507E-005 3.783E-002 1.506E-005 1.549E-007 2.720E-001 1.970E-002 7.825E-006 7.156E-004 
0S10 9:32 318.8 36.37 1.000E+000 3.125E+000 5.691E-010 7.307E+003 2.783E+000 1.835E-005 1.435E-005 3.289E-002 1.433E-005 1.267E-007 2.687E-001 1.700E-002 7.407E-006 8.638E-003 
0S11 9:49 321.2 36.1 1.000E+000 3.082E+000 8.189E-010 6.480E+003 2.770E+000 2.010E-005 1.408E-005 2.969E-002 1.406E-005 1.113E-007 2.665E-001 1.530E-002 7.226E-006 7.562E-004 
0S12 10:7 323.8 35.81 1.000E+000 3.096E+000 1.184E-009 5.681E+003 2.762E+000 2.276E-005 1.432E-005 2.704E-002 1.429E-005 1.023E-007 2.648E-001 1.390E-002 7.310E-006 6.226E-004 
0S13 10:31 326.2 35.54 1.000E+000 3.113E+000 1.706E-009 5.036E+003 2.775E+000 2.577E-005 1.461E-005 2.487E-002 1.458E-005 9.549E-008 2.633E-001 1.280E-002 7.402E-006 1.247E-003 
0S14 10:53 328.3 35.32 1.000E+000 3.438E+000 2.299E-009 4.548E+003 2.768E+000 2.803E-005 1.499E-005 2.353E-002 1.496E-005 9.235E-008 2.624E-001 1.210E-002 7.568E-006 1.838E-003 
0S15 11:14 331.8 34.94 1.000E+000 3.481E+000 3.536E-009 3.896E+003 2.740E+000 3.163E-005 1.404E-005 1.964E-002 1.401E-005 7.156E-008 2.601E-001 1.000E-002 7.084E-006 1.315E-002 
