T d154 d184 d214 d244
d 150 180 210 240
290 8.732280000E-04 7.974010000E-04 7.506050000E-04 7.202930000E-04
295 8.525660000E-04 7.831030000E-04 7.451040000E-04 7.105500000E-04
300 8.389340000E-04 7.788890000E-04 7.489260000E-04 7.150210000E-04
305 8.872540000E-04 8.321240000E-04 7.974570000E-04 7.865270000E-04
310 9.748590000E-04 9.242280000E-04 8.930350000E-04 8.707410000E-04
315 1.086906000E-03 1.042089000E-03 1.014715000E-03 9.943480000E-04
320 1.265107000E-03 1.223370000E-03 1.195662000E-03 1.176326000E-03
325 1.490543000E-03 1.451072000E-03 1.422363000E-03 1.402427000E-03
330 1.744889000E-03 1.705942000E-03 1.672493000E-03 1.651285000E-03
335 2.067750000E-03 2.024557000E-03 1.984296000E-03 1.956290000E-03
340 2.435690000E-03 2.380495000E-03 2.331944000E-03 2.295572000E-03
