fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_330 001_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.186009811E-14 1.000000000E+20 1.199192407E+00 5.954530803E-15 6.385459998E-05 
001_330_SRH 001_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.710997738E-14 1.000000000E+20 1.227466221E+00 5.259811283E-15 1.353829627E-04 
002_330 002_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.129279619E-13 1.000000000E+20 1.209595741E+00 8.389444049E-15 7.937827795E-05 
002_330_SRH 002_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.843670926E-14 1.000000000E+20 1.227898685E+00 7.709829239E-15 1.369986805E-04 
003_330 003_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.430067680E-13 1.000000000E+20 1.211674411E+00 1.196150152E-14 9.053649918E-05 
003_330_SRH 003_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.896488818E-14 1.000000000E+20 1.228517971E+00 1.129451297E-14 1.393582358E-04 
004_330 004_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.856770152E-13 1.000000000E+20 1.217683823E+00 1.718305853E-14 1.048227527E-04 
004_330_SRH 004_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.421953542E-13 1.000000000E+20 1.229395766E+00 1.653281920E-14 1.427962592E-04 
005_330 005_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.452172927E-13 1.000000000E+20 1.222556832E+00 2.480699632E-14 1.186691522E-04 
005_330_SRH 005_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.025103764E-13 1.000000000E+20 1.230620623E+00 2.417537850E-14 1.477881858E-04 
006_330 006_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.266708484E-13 1.000000000E+20 1.226788599E+00 3.591407351E-14 1.327655900E-04 
006_330_SRH 006_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.850055655E-13 1.000000000E+20 1.232294109E+00 3.530446407E-14 1.550003927E-04 
007_330 007_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.353090589E-13 1.000000000E+20 1.230785553E+00 5.206035691E-14 1.482662829E-04 
007_330_SRH 007_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.949948962E-13 1.000000000E+20 1.234516159E+00 5.147729563E-14 1.653458599E-04 
008_330 008_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.758221087E-13 1.000000000E+20 1.234848080E+00 7.548689007E-14 1.667088243E-04 
008_330_SRH 008_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.371825513E-13 1.000000000E+20 1.237357290E+00 7.493537282E-14 1.800341778E-04 
009_330 009_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.514680059E-13 1.000000000E+20 1.239146896E+00 1.094330186E-13 1.899494280E-04 
009_330_SRH 009_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.147915803E-13 1.000000000E+20 1.240822694E+00 1.089175168E-13 2.005953993E-04 
010_330 010_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.638221413E-13 1.000000000E+20 1.243706201E+00 1.586116837E-13 2.200809654E-04 
010_330_SRH 010_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.293026678E-13 1.000000000E+20 1.244818056E+00 1.581349960E-13 2.288394117E-04 
011_330 011_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.213778113E-12 1.000000000E+20 1.248411294E+00 2.299269587E-13 2.592908587E-04 
011_330_SRH 011_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.181466561E-12 1.000000000E+20 1.249145179E+00 2.294893833E-13 2.667263502E-04 
012_330 012_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.503510005E-12 1.000000000E+20 1.254567558E+00 3.346385767E-13 3.078730978E-04 
